,,,,,,,,Hôtels classés en 2012,Hôtels classés sans étoile en 2012,Hôtels classés 1 étoile en 2012,Hôtels classés 2 étoiles en 2012,Hôtels classés 3 étoiles en 2012,Hôtels classés 4 étoiles ou plus en 2012,Chambres dans hôtels classés en 2012,Chambres dans hôtels classés sans étoile en 2012,Chambres dans hôtels classés 1 étoile en 2012, Chambres dans hôtels classés 2 étoiles en 2012,Chambres dans hôtels classés 3 étoiles en 2012,Chambres hôtels classés 4 étoiles ou plus en 2012,Hôtels classés en 2008,Hôtels classés sans étoile en 2008,Hôtels classés 1 étoile en 2008,Hôtels classés 2 étoiles en 2008,Hôtels classés 3 étoiles en 2008,Hôtels classés 4 étoiles ou plus en 2008,Chambres dans hôtels classés en 2008,Chambres dans hôtels classés sans étoile en 2008,Chambres dans hôtels classés 1 étoile en 2008,Chambres dans hôtels classés 2 étoiles en 2008,Chambres dans hôtels classés 3 étoiles en 2008,Chambres hôtels classés 4 étoiles ou plus en 2008,Campings classés en 2012,Campings classés 1 étoile en 2012,Campings classés 2 étoiles en 2012,Campings classés 3 étoiles en 2012,Campings classés 4 étoiles en 2012,Emplacements de camping en 2012,Emplacements camping classés 1 étoile en 2012,Emplacements camping classés 2 étoiles en 2012,Emplacements camping classés 3 étoiles en 2012,Emplacements camping 4 étoiles en 2012,Campings classés en 2008,Campings classés 1 étoile en 2008,Campings classés 2 étoiles en 2008,Campings classés 3 étoiles en 2008,Campings classés 4 étoiles en 2008,Emplacements de camping en 2008,Emplacements camping classés 1 étoile en 2008,Emplacements camping classés 2 étoiles en 2008,Emplacements camping classés 3 étoiles en 2008,Emplacements camping 4 étoiles en 2008,Résidences secondaires en 2009  (princ),Rés secondaires 1 pièce en 2009  (princ),Rés secondaires 2 pièces en 2009  (princ),Rés secondaires 3 pièces en 2009  (princ),Rés secondaires 4 pièces en 2009  (princ),Rés secondaires 5 pièces ou plus en 2009  (princ),Logements en 2009  (princ),Rés secondaires 1 seul logement en 2009  (princ),Rés secondaires 2 logements ou plus en 2009  (princ),Rés secondaires autres (mobil-home…) en 2009  (princ)
33184,72,33,331,3344,7204,243301181,Generac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,8,3,3,267,15,0,0
33185,72,33,335,3316,7204,200027068,Genissac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,2,759,5,0,0
33186,72,33,335,3337,7205,243301454,Gensac,1,0,0,1,0,0,7,0,0,7,0,0,1,0,0,1,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4,1,13,19,470,34,3,0
33187,72,33,333,3338,7204,243301512,Gironde-sur-Dropt,1,0,0,1,0,0,10,0,0,10,0,0,1,0,0,1,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,10,2,640,13,0,0
33188,72,33,333,3318,7204,243301231,Giscos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,9,101,14,0,0
33189,72,33,333,3347,7204,243301124,Gornac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,2,3,199,8,0,0
33190,72,33,333,3318,7210,243301231,Goualade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,1,1,58,10,0,0
33191,72,33,335,3331,7205,200027068,Gours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,5,0,225,15,0,0
33192,72,33,332,3359,7204,243300316,Gradignan,7,0,0,5,2,0,253,0,0,185,68,0,7,0,0,5,2,0,253,0,0,185,68,0,1,0,1,0,0,31,0,31,0,0,1,0,1,0,0,31,0,31,0,0,50,3,12,18,3,15,11013,31,19,0
33193,72,33,334,3346,7206,243300738,Grayan-et-l'Hopital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,2851,0,1126,100,1625,4,0,3,1,0,2851,0,1226,1625,0,1752,252,0,654,58,788,2383,1299,221,232
33194,72,33,335,3316,7204,200000446,Grezillac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,8,4,344,13,0,0
33195,72,33,333,3325,7204,243301231,Grignols,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,5,37,599,42,0,0
33196,72,33,335,3316,7204,200000446,Guillac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,78,3,0,0
33197,72,33,333,3336,7204,243301538,Guillos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,179,8,0,0
33198,72,33,335,3326,7205,200027068,Guitres,1,0,1,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,3,7,3,6,794,19,1,0
33199,72,33,336,3349,7207,243300563,Gujan-Mestras,1,0,0,0,1,0,25,0,0,0,25,0,1,0,0,0,1,0,25,0,0,0,25,0,4,1,3,0,0,399,109,290,0,0,2,0,2,0,0,198,0,198,0,0,1715,27,451,229,680,328,10702,1330,52,334
33200,72,33,332,3363,7204,243300316,Le Haillan,1,0,0,1,0,0,46,0,0,46,0,0,1,0,0,1,0,0,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,2,4,3600,6,2,0
33201,72,33,332,3323,7204,243301215,Haux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,5,2,348,10,2,0
33202,72,33,333,3345,7207,243301306,Hostens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,0,72,10,13,10,14,27,609,71,1,0
33203,72,33,334,3342,7206,243301413,Hourtin,1,0,0,1,0,0,17,0,0,17,0,0,1,0,0,1,0,0,17,0,0,17,0,0,9,0,2,3,4,2111,0,251,339,1521,8,1,3,4,0,1884,90,518,1276,0,1811,27,358,1045,247,133,3361,1724,22,65
33204,72,33,333,3338,7204,243301512,Hure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,3,1,6,242,12,0,0
33205,72,33,333,3336,7204,243301538,Illats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,9,577,12,0,0
33206,72,33,332,3327,7204,243301264,Isle-Saint-Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,230,1,0,0
33207,72,33,335,3330,7204,243301322,Izon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,1932,7,1,0
33208,72,33,334,3346,7206,243300738,Jau-Dignac-et-Loirac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,1,13,39,44,41,652,138,0,0
33209,72,33,335,3316,7204,200000446,Jugazan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,128,5,0,0
33210,72,33,335,3337,7205,243301454,Juillac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,1,125,10,0,0
33211,72,33,334,3320,7204,243301447,Labarde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,248,2,0,0
33212,72,33,333,3325,7204,243301231,Labescau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,50,4,0,0
33213,72,33,332,3327,7204,243301264,La Brede,1,0,0,1,0,0,29,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,6,0,4,1503,14,0,0
33214,72,33,334,3320,7204,243301413,Lacanau,5,0,1,1,3,0,177,0,10,30,137,0,5,0,1,1,3,0,179,0,10,30,139,0,11,1,5,2,3,2999,254,401,802,1542,11,2,4,1,4,2927,369,327,685,1546,6547,988,1718,1489,1323,1029,8782,5190,1356,1
33215,72,33,333,3348,7204,243301298,Ladaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,91,2,0,0
33216,72,33,333,3303,7204,243301520,Lados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,63,2,0,0
33218,72,33,335,3326,7205,200027068,Lagorce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,31,2,729,32,0,0
33219,72,33,335,3324,7204,243301397,La Lande-de-Fronsac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,887,5,0,0
33220,72,33,334,3320,7204,243301447,Lamarque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,1,1,8,9,496,20,1,0
33221,72,33,333,3338,7210,243301512,Lamothe-Landerron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,3,17,509,19,1,0
33222,72,33,335,3330,7205,200027068,Lalande-de-Pomerol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,4,313,6,0,0
33223,72,33,333,3334,7201,243301116,Landerrouat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,92,5,0,0
33224,72,33,333,3332,7204,243301546,Landerrouet-sur-Segur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,59,5,0,0
33225,72,33,333,3336,7204,243301538,Landiras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,1,11,13,15,903,40,0,0
33226,72,33,333,3317,7204,243301173,Langoiran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,5,13,5,1024,28,1,0
33227,72,33,333,3328,7204,243301488,Langon,3,0,0,2,1,0,62,0,0,47,15,0,4,0,0,3,1,0,98,0,0,83,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,2,14,17,1,4309,28,7,0
33228,72,33,331,3315,7204,243300894,Lansac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,297,2,0,0
33229,72,33,336,3302,7204,243301504,Lanton,2,0,0,2,0,0,42,0,0,42,0,0,1,0,0,1,0,0,17,0,0,17,0,0,2,0,0,2,0,833,0,0,833,0,2,0,0,2,0,752,0,0,752,0,1067,41,79,379,324,244,3960,1046,17,4
33230,72,33,335,3326,7204,200027068,Lapouyade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,10,226,11,0,0
33231,72,33,333,3317,7204,243301470,Laroque,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,116,1,0,0
33232,72,33,333,3318,7210,243301231,Lartigue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,38,6,0,0
33233,72,33,331,3344,7204,243301181,Laruscade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,5,7,7,960,20,0,0
33234,72,33,332,3323,7204,243301439,Latresne,1,0,0,1,0,0,24,0,0,24,0,0,1,0,0,1,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,9,1,1412,11,0,0
33235,72,33,333,3325,7204,243301231,Lavazan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,93,4,0,0
33236,72,33,336,3302,7204,243301504,Lege-Cap-Ferret,8,3,0,3,1,1,118,32,0,57,14,15,6,3,0,2,1,0,98,39,0,45,14,0,9,1,5,1,2,3075,36,1460,295,1284,9,1,5,1,2,3240,36,1695,371,1138,7049,91,705,1454,2403,2395,10712,6463,580,6
33237,72,33,333,3328,7204,243301488,Leogeats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,11,5,301,19,0,0
33238,72,33,332,3327,7204,243301264,Leognan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,1,3,7,14,3763,24,1,0
33239,72,33,333,3325,7204,243301231,Lerm-et-Musset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,5,6,17,257,27,1,2
33240,72,33,334,3329,7206,243301421,Lesparre-Medoc,1,0,0,1,0,0,24,0,0,24,0,0,1,0,0,1,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,4,10,43,18,2954,75,0,0
33241,72,33,333,3317,7204,243301173,Lestiac-sur-Garonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,284,5,0,0
33242,72,33,335,3341,7201,243301371,Les Leves-et-Thoumeyragues,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,11,5,16,314,25,0,9
33243,72,33,335,3330,7205,200027068,Libourne,6,0,0,4,1,1,206,0,0,100,25,81,7,1,0,4,2,0,210,67,0,44,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,17,28,12,19,12976,46,30,1
33244,72,33,333,3304,7204,243301272,Lignan-de-Bazas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,130,5,0,0
33245,72,33,332,3323,7204,243301215,Lignan-de-Bordeaux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,2,3,7,7,311,19,0,1
33246,72,33,335,3341,7201,243301371,Ligueux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,5,78,6,1,0
33247,72,33,333,3334,7204,243301116,Listrac-de-Dureze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,74,1,0,0
33248,72,33,334,3320,7204,243301389,Listrac-Medoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,15,1,4,16,1010,34,2,0
33249,72,33,332,3360,7204,243300316,Lormont,5,1,1,3,0,0,281,80,69,132,0,0,5,2,1,2,0,0,281,140,69,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,14,0,8534,12,2,0
33250,72,33,333,3338,7204,243301512,Loubens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,1,3,139,8,0,0
33251,72,33,333,3345,7204,243301306,Louchats,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,7,7,7,281,23,0,0
33252,72,33,332,3323,7204,243301215,Loupes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,246,3,0,0
33253,72,33,333,3317,7204,243301470,Loupiac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,3,507,6,0,0
33254,72,33,333,3338,7204,243301512,Loupiac-de-la-Reole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,177,5,0,0
33255,72,33,333,3350,7204,243301280,Lucmau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,31,0,140,28,3,0
33256,72,33,332,3306,7204,243301447,Ludon-Medoc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,1618,7,0,0
33257,72,33,335,3316,7204,200000446,Lugaignac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,2,4,173,7,0,0
33258,72,33,333,3348,7204,243301298,Lugasson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,10,140,11,0,0
33259,72,33,335,3324,7204,243301397,Lugon-et-l'Ile-du-Carnay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2,5,4,490,12,0,0
33260,72,33,336,3305,7207,243301405,Lugos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,50,0,50,0,0,1,1,0,0,0,50,50,0,0,0,58,0,18,14,19,7,384,58,0,0
33261,72,33,335,3331,7205,243301553,Lussac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,6,16,663,22,0,0
33262,72,33,332,3306,7204,243301447,Macau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,1,2,8,15,1504,26,0,0
33263,72,33,332,3323,7204,243301215,Madirac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,83,6,0,0
33264,72,33,335,3326,7204,200027068,Maransin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,2,4,5,450,11,0,0
33266,72,33,331,3344,7204,243301181,Marcenais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,6,5,289,13,0,0
33267,72,33,331,3340,7204,243300811,Marcillac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,5,9,2,17,561,32,0,2
33268,72,33,334,3320,7204,243301447,Margaux,2,0,0,0,1,1,112,0,0,0,14,98,2,0,0,0,1,1,112,0,0,0,14,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,0,2,730,4,1,0
33269,72,33,335,3341,7201,243301371,Margueron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,2,7,8,9,208,26,0,0
33270,72,33,333,3304,7204,243301272,Marimbault,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,71,3,0,0
33271,72,33,333,3325,7204,243301231,Marions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,1,2,110,11,0,0
33272,72,33,331,3344,7204,243301181,Marsas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,6,2,426,9,0,0
33273,72,33,332,3361,7204,ZZZZZZZZZ,Martignas-sur-Jalle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,4,2523,6,0,0
33274,72,33,332,3327,7204,243301264,Martillac,1,0,0,0,0,1,49,0,0,0,0,49,1,0,0,0,0,1,49,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,3,7,855,10,1,0
33275,72,33,333,3348,7204,243301298,Martres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,56,1,0,0
33276,72,33,333,3325,7204,243301231,Masseilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,64,5,0,0
33277,72,33,333,3334,7201,243301116,Massugas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,14,7,146,21,0,1
33278,72,33,333,3347,7204,243301124,Mauriac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,5,10,0,122,14,0,0
33279,72,33,333,3328,7204,243301488,Mazeres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,276,3,0,0
33280,72,33,331,3307,7204,200023794,Mazion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,0,3,11,238,16,0,0
33281,72,33,332,3398,7204,243300316,Merignac,17,0,5,4,6,2,1242,0,327,238,391,286,15,2,2,6,5,0,1120,122,150,346,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,184,81,68,42,19,33485,71,321,2
