Identifiant,Date de dernière modification,Nom,Label,Label Net-Public,Demande de labellisation Net-Public,Site Web,N° et libellé de voie,Code Insee commune,Code postal,Localité,Téléphone,Email,Latitude,Longitude,Précision,Personne à contacter,Services proposés,Nombre d'animateurs,Numéro DUI,Photo,Statut,Autre label,N° et libellé de voie,Horaires d'ouverture,Entrée - Accès [Accessibilité],Équipement,Entrée - Ouverture de porte [Accessibilité],Entrée - Obstacle à la porte d'entrée [Accessibilité],Circulation - Circulation dans les allées [Accessibilité],Circulation - Accès en fauteuil dans tout le lieu [Accessibilité],Circulation - Ascenseurs (dimensions) [Accessibilité],Services et équipements - Sanitaires [Accessibilité],Services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité],Services et équipements - Personnel initié à la langue des signes [Accessibilité],Extérieur - Place de parking réservée [Accessibilité],Extérieur - Places GIC/GIR à proximité [Accessibilité],Extérieur - Transports accessibles à proximité [Accessibilité],Tarif,Photo,Photo,Photo,N° et libellé de voie,Code Insee commune,Code postal,Localité,N° et libellé de voie,Circulation - Signalétique adaptée [Accessibilité],Services et équipements - Hauteur adaptée des comptoirs / guichets [Accessibilité],services et équipements - Personnel formé à l'accueil des personnes en situation de handicap [Accessibilité],Services et équipements - Place réservée au PMR [Accessibilité],Extérieur - Enseigne suffisamment lisible et visible [Accessibilité],Spécificité territoriale,Circulation - Ascenseurs (adaptations) [Accessibilité],Photo,Photo,Photo,Photo,Photo,Flux d'actualité,Courriel,Horaires initiations et ateliers,Entrée - Accès contrôlé [Accessibilité],Circulation - Escaliers [Accessibilité],Services et équipements - Visites adaptées aux personnes ayant une déficience [Accessibilité],Entrée - Largeur de porte en cm [Accessibilité],Circulation - Guidage [Accessibilité],Blog,Extérieur - Trottoirs (Obstacles) [Accessibilité],"Entrée - En cas de présence d'une marche, préciser sa hauteur en cm [Accessibilité]","Rue, Voie, Chemin","Rue, Voie, Chemin",Fédération Nationale de Sport Numérique,Ateliers,Espace Public Numérique (EPN des Yvelines),Commentaire,Intitulé,Autre Site Web,Texte long,N° et libellé de voie,N° et libellé de voie,Code Insee commune,Code postal,Localité,Site Web2,Vidéo,Circulation - Plan du lieu [Accessibilité],NETPUBLIC,Site Web de Formation ORDIDACTIC60,Vidéo,Visio-accueil Pôle-Emploi,Le blog de la médiathèque,Fax,Ce flux présente les actualités locales de l'Espace Informatique Cyber-base®,Ce flux affiche les programmes des ateliers qui sont planifiés à l'Espace Informatique Cyber-base®,Services proposés,Villes Internet,Accueil de jeunes,Accueil de seniors,Organisation d'évènements,Centre d'Animation des Portes Ferrées,Personne à contacter,Image,N° et libellé de voie,Mission
90A,,Médiathèque municipale,PAPI,Bibliothèque,,,Bourg,90,33610,Canéjan,05 56 89 38 07,mediatheque@canejan.fr,,,,,,,,,,,,Mardi/vendredi :8h30-12h/13h-16h Mercredi : 17h-18h  Samedi :11h-12h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93A,,Bibliothèque publique,PAPI,Services publics,,,16 route Langoiran,93,33550,Capian,05 56 72 30 56,mairie.capian@wanadoo.fr,,,,Mr le Maire,,,,,,,,Lundi/jeudi : 10H30-12H30 Mardi : 15H30-18H30 Vendredi : 15H30-17H30,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95A,,Mairie,PAPI,Services publics,,,1 place du 8 Mai 1945 ,95,33840,Captieux,05 56 65 60 31 ,,,,,,,,,,,,,Lundi : 9H-12H/14H-17H Mercredi : 9H-12H/14H30-17H,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f34022cde77fe55ff001147,14/02/2012,Bibliothèque municipale de Carbon Blanc,,0,0,,17 avenue Vigneau Anglade,33096,33560,CARBON BLANC,+33 5 57 77 68 86,mediatheque.carbonblanc@wanadoo.fr,44.903394,-0.50064,4,,,,7791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96B,,Maison pour tous – BIJ,PAPI,Jeunesse,,http://www.carbon-blanc.fr/fr/mairie/emploi-et-economie/soutien-economique/bureau-information-jeunesse/index.html,Ave André Vignau Anglade,96,33560,Carbon-Blanc,05 57 77 68 87,bij@carbon-blanc.fr,,,,,,,,,,,,Mardi : 8H30-12H00/14H-17H Vendredi : 8H30-12H/14H-16H,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100A,,Bibliothèque municipale,PAPI,Bibliothèque,,,,100,33390,Cars,,bibliotheque.cars@wanadoo.fr,,,,,,,,,,,,Lundi : 8H30-12H30/14H-19H Mardi au Vendredi : 8h30-12h/14h-17h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401abde77fe55ff00065a,14/02/2012,Bibliothèque,,0,0,,31 Grand rue,33106,33210,CASTETS EN DORTHE,+33 5 56 62 39 86,bibliotheque-castets@cc-paysdelangon.fr,44.561585,-0.152839,8,,"Accompagnement individuel
Initiation Internet et multimédia",1,10142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f34022dde77fe55ff001148,28/02/2013,Médiathèque municipale Castillon la Bataille,,1,0,http://castillon.sezhame.decalog.net,"4, Esplanade Marcel Jouanno",33108,33350,CASTILLON LA BATAILLE,+33 5 57 56 40 30,media.clb@orange.fr,44.8531923147,-0.0454053730164,9,Michez Myriam et Freyssinel Evelyne,"Accompagnement individuel et collectif
Initiation Internet et multimédia
Pratiques culturelles, création artistique
Recherche d'emploi sur Internet
Démarches administratives
Vie quotidienne (achats, loisirs, …)
Outils et usages mobiles (smartphones, tablettes, liseuses, applications)
Accueil de personnes handicapées
Accueil de jeunes
Accueil de seniors
Accompagnement d'associations
Espace d'accompagnement de jeux vidéos
Centre d'évaluation PIM",une,7792,,Collectivité publique,,,"lundi et samedi : 9h-12h
mardi : 15h-18h
mercredi : 9h-18h
vendredi : 13h-18h",Plain-pied,"3 postes au public
1 appareil photo numérique
1 tablette graphique
1 webcam
2 liseuses",Manuelle,"Absence de marquage sur la porte d'entrée
Porte difficile à maintenir ouverte
Poignée peu ergonomique",Aisée,Total,,,,,,,,"les 3 1ères séances à l'essai (gratuites)
adulte castillonnais : 12€
adulte extérieurs commune : 25€
enfant castillonnais : gratuit
enfant extérieurs commune : 8€
tarif réduit castillonnais : 9€
tarif réduit extérieurs commune : 12€",,,,,,,,,,,,,,,,,,,,,,,,Visiteur visible depuis l'intérieur,,,92 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115A,,Bibliothèque,PAPI,Bibliothèque,,,16 Place de l'Eglise,115,33113,Cazalis,05 56 65 22 04,mairie.cazalis@wanadoo.fr,,,,Jean-Claude Lassalle,,,,,,,,Hiver du Mardi au Samedi : 9h30-12h/14h-17h - Eté : du Mardi au Samedi : 9h-12h/14h-18h30 et dimanche 13h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115B,,Mairie,PAPI,Services publics,,,,115,33113,Cazalis,05 56 65 22 04,mairie.cazalis@wanadoo.fr ,,,,,,,,,,,,Lundi : 14h-17h mardi : 10-12h 14h-18h Mercredi 14h-18h Jeudi 14h-17h (+ 1 samedi par mois 10h-14H) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401a4de77fe55ff0005a1,14/02/2012,Mission Locale des Hauts de Garonne,,0,0,,54 Avenue Hubert Dubedout,33119,33150,CENON,+33 5 57 77 31 00,,44.847726,-0.506012,8,,"Accompagnement individuel
Initiation Internet et multimédia",1,9939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401a5de77fe55ff0005a8,14/02/2012,BIJ,,0,0,http://www.ville-cenon.fr/html/1/enfance-et-jeunesse/bureau-information-jeunesse/index.html,"MAC Palmer La Colline, Rue du professeur Langevin",33119,33150,CENON,+33 5 56 48 79 70,jamel.chihab@ville-cenon.fr,44.854077,-0.523888,4,Mr CHIHAB,Accompagnement individuel,1,9949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340234de77fe55ff0011ff,29/03/2012,Cyber-base de Cenon,Cyber-base,1,0,http://cenon.cyber-base.org/,"11, rue du 8 mai 1945",33119,33150,CENON,+33 5 56 67 80 66,cyberbase@ville-cenon.fr,44.8517191756,-0.514071115006,9,VERGNON François ou CAINE Dorothée,"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives
Outils et usages mobiles (smartphones, tablettes, applications)
Accueil de handicapés
Accueil de jeunes
Accueil de seniors
Accompagnement d'associations",5,8025,"<p>
	<img alt=""Plan d'accÃšs"" height=""400"" src=""http://delegation.internet.gouv.fr/bddui/api/images/photos_epn/571592.png"" /></p>
<p>
	<img alt=""Salle Principale"" src=""http://delegation.internet.gouv.fr/bddui/api/images/photos_epn/9500473.jpg"" style=""height: 400px; "" /></p>",,,Maison des Associations,"Accueil du public :
mardi 10:30-12:00 / 13:30-19:00
mercredi 10:30-18:00
jeudi 13:30-19:00
vendredi 10:30-18:00
samedi 10:30-13:00",,"23 postes informatiques à disposition du public répartis sur 2 salles (total 170 m²).
Windows, Linux et Mac Os
Scanner et imprimantes N&B et couleur.
Equipement dédié handicap : téléagrandisseur, clavier adapté, trackball, synthèse vocale,...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401c8de77fe55ff000895,14/02/2012,Médiathèque Jacques Rivière,,0,0,http://www.ville-cenon.fr/html/1/culture/mediatheque-jacques-riviere/index.html,"1, Avenue du Président Auriol",33119,33150,CENON,+33 5 57 77 31 77,mediatheque.jriviere@ville-cenon.fr,44.855918,-0.52087,8,Isabelle MIRAMBET,Accompagnement individuel,1,10756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340195de77fe55ff000445,14/02/2012,Médiathèque municipale,,1,0,http://mediatheque.mairie-cestas.fr/,Place du Souvenir,33122,33610,CESTAS,+33 5 57 83 53 11,bm-cestas@wanadoo.fr,44.742316,-0.685221,6,M. VILAIN Jonathan,"Accompagnement individuel
Initiation Internet et multimédia
Pratiques culturelles, création artistique 
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives",1,9559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f34022cde77fe55ff001145,14/02/2012,Point cyb de Coutras,Point Cyb,1,0,,147 rue Pierre Brossolette,33138,33230,COUTRAS,+33 5 57 69 37 35,pointcyb@pays-de-coutras.com,45.036758,-0.134846,8,"Stéphane GOMEZ
Philippe BORDAS","Accompagnement individuel
Initiation Internet et multimédia",1,7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138A,,Médiathèque Maurice Druon,PAPI,Bibliothèque,,,15 rue St Jean,138,33230,Coutras,05.57.49.01.49,mediatheque.coutras@wanadoo.fr,,,,Mme Troussard,,,,,,,,,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401f4de77fe55ff000ca2,14/02/2012,Solidarité en Créonnais - Point Rencontre Service – BIJ,PAPI,0,0,http://solidarite-en-creonnais.fr/,32 rue Amaury de Craon,33140,33670,CREON,0557344252ou55,bij-creonnais@club-internet.fr,44.773888,-0.347564,8,"Sylvie PICARD
Sandra OLIVAUD","Accompagnement individuel
Initiation Internet et multimédia",1,5827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401aade77fe55ff000632,14/02/2012,Bibliothèque,,0,0,,Rue Principale,33159,33820,ETAULIERS,+33 5 57 64 70 27,,45.228241,-0.573721,6,,"Accompagnement individuel
Initiation Internet et multimédia",1,10093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401f1de77fe55ff000c51,14/02/2012,BIJ,Point Cyb,1,0,,rue de l'Église,33162,33320,EYSINES,+33 5 56 28 92 17,bij@ville-eysines.fr,44.885445,-0.647814,6,Faly RAZAFIMBELO,"Accompagnement individuel
Initiation Internet et multimédia",1,5691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401abde77fe55ff000661,14/02/2012,Bibliotheque Jean Degoul,,0,0,,2 rue de lEglise,33162,33320,EYSINES,+33 5 56 57 84 86,bibliotheque@ville-eysines.fr,44.880182,-0.65056,4,,"Accompagnement individuel
Initiation Internet et multimédia",1,10150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340202de77fe55ff000ddf,14/02/2012,Melusine,,0,0,,13 allée de chaumont résidence le Village bat B1,33162,33320,EYSINES,+33 5 56 57 55 94,ass.melusine@wanadoo.fr,44.880182,-0.65056,4,abel philippe,,,6393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162B,,BIJ,EPN,Jeunesse,,www.ville-eysines.fr,Av. de la Libération,162,33320,Eysines,05 56 28 92 17,bij@ville-eysines.fr,,,,,,,,,,,,"Mardi : 14h-19h, Mercredi :  10h-18h, jeudi :  12h-18h, Vendredi : 12h-19h",,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164A,,Bibliothèque intercommunale,PAPI,Bibliothèque,,,,164,33210,Fargues,,mairie-fargues@wanadoo.fr,,,,Isabelle  Birague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401aade77fe55ff00063d,14/02/2012,BIbliothèque,,0,0,,61 avenue de l'Entre-Deux-Mers,33165,33370,FARGUES ST HILAIRE,+33 5 56 68 53 76,bibli-fargues-st-hilaire@wanadoo.fr,44.823875,-0.44569,8,Caroline Fuentes,"Accompagnement individuel
Initiation Internet et multimédia",1,10109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165A,,Bibliothèque municipale,PAPI,Bibliothèque,,,Bourg,165,33370,Fargues-Saint-Hilaire,06 98 83 07 80,mairie-fargues-st-hilaire@wanadoo.fr,,,,Angélique BOUWYN ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f34018dde77fe55ff00037b,14/02/2012,M.270 Maison des Savoirs partagés,,1,0,http://www.m270.net/,11 avenue Pierre et Marie Curie,33167,33270,FLOIRAC,+33 5 57 80 90 62,multimediam270@ville-foirac33.fr,44.836694,-0.517457,4,"Sébastien Gross
 Bruno Nguyen-Ngoc","Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique 
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives",1,9328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f34022fde77fe55ff00118c,14/02/2012,Médiathèque Roland Barthes,,0,0,http://www.ville-floirac33.fr/,Rue Voltaire,33167,33270,FLOIRAC,+33 5 56 86 99 28,mediatheque@ville-floirac33.fr,44.844688,-0.509383,6,,,,7890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182A,,Bibliothèque municipale,PAPI,Bibliothèque,,www.gauriac.fr,40 Francicot Nord,182,33710,Gauriac,05 57 64 80 08,mairie@gauriac.fr,,,,,,,,,,,,lundi au vendredi 9h-13h 14h-17h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185A,,Bibliothèque,PAPI,Bibliothèque,,,15 le bourg,185,33420,Génissac,,,,,,,,,,,,,,mardi/jeudi/vendredi : 16h-18h mercredi/samedi : 10h30-12h30/14h-18h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186A,,Médiathèque,PAPI,Bibliothèque,,www.gensac.free.fr,rue fromagère,186,33890,Gensac,05.57.47.49.19,mediatheque.gensac@wanadoo.fr,,,,Marlène Ricaud,,,,,,,,Mardi/Jeudi/Vendredi :15h–18h Mercredi : 9h30–12h30/15 h–18h  Samedi : 9h30–12h30/15h-18h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f34017ede77fe55ff0001fb,14/02/2012,Médiathèque,,0,0,,1 rue Maxime Lafourcade,33187,33190,GIRONDE SUR DROPT,+33 5 56 71 14 14,pmau@girondesurdropt.com,44.584025,-0.090918,8,Pascal Mot,"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Accompagnement scolaire, activités éducatives
Recherche d'emploi sur Internet
Démarches administratives",1,8895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189A,,Bibliothèque municipale,PAPI,Bibliothèque,,,1 Place de la Mairie,189,33540,Gornac,05.56.61.96.15,bibliotheque.gornac@orange.fr,,,,Adeline Ortuno,,,,,,,,Mardi : 9h-12 Jeudi : 14h-18h Mercredi-Samedi : 14h-19h30,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401dade77fe55ff000a30,14/02/2012,MJC Gradignan Bourg,,0,0,,8 avenue Jean Larrieu,33192,33170,GRADIGNAN,+33 5 56 89 17 12,mjc.bourq@laposte.net,44.77401,-0.618814,7,Langlais Julien,"Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique 
Accompagnement scolaire, activités éducatives",1,4307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401abde77fe55ff00065f,14/02/2012,Bibliothèque de l'IUT de Bordeaux 1,,0,0,,15 Rue Naudet Bâtiment administratif,33192,33170,GRADIGNAN,+33 5 56 84 79 69,bibliotheque@iut.u-bordeaux1.fr,44.769851,-0.613181,4,Maura EREZ,"Accompagnement individuel
Initiation Internet et multimédia",1,10147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401aede77fe55ff00067d,14/02/2012,BIJ,,0,0,,7 place Bernard Roumégoux,33192,33170,GRADIGNAN,+33 5 59 89 06 36,cija-info@wanadoo.fr,44.774594,-0.614403,7,,"Accompagnement individuel
Initiation Internet et multimédia",1,10179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340234de77fe55ff001200,14/02/2012,Médiathèque de Gradignan,Cyber-base,1,0,http://www.lamediathequedegradignan.fr/,32 route de Léognan,33192,33170,GRADIGNAN,+33 5 57 12 18 92,lamediathequemultimedia@ville-gradignan.fr,44.763498,-0.612244,8,"AKKOUCHE  Mehdi
BERTRANDE  Arnaud
MURE  Jean-Michel","Accompagnement individuel
Initiation Internet et multimédia
Perfectionnement, accompagnement de projets
Pratiques culturelles, création artistique 
Démarches administratives",3,8026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401b2de77fe55ff0006d7,14/02/2012,Maison d'Arrêt de Gradignan,Cyber-base,1,0,,17 rue Chouiney,33192,33170,GRADIGNAN,+33 5 56 75 10 95,,44.781366,-0.598026,7,Peltier  Corinne,"Accompagnement individuel
Initiation Internet et multimédia
Pratiques culturelles, création artistique 
Recherche d'emploi sur Internet
Démarches administratives",1,10278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192C,,MJC Gradignan Malartic,PAPI,EducPop,,www.mjcmalartic.com,4 Bvd de Malartic,192,33170,Gradignan,05 56 89 02 50 ,mjc_malartic@hotmail.com ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193A,,Bibliothèque municipale,PAPI,Bibliothèque,,,,193,33590,Grayan-et-l'Hôpital,,bibliothequegrayan@wanadoo.fr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195A,,Bibliothèque,PAPI,Bibliothèque,,biblio-grignols33.monsite.wanadoo.fr,Place de l'église ,195,33690,Grignols,05 56 25 51 05 ,bibliotheque.grignols@wanadoo.fr,,,,Françoise Martin,,,,,,,,,,,,,,,,,,,,,,Payant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401abde77fe55ff000660,14/02/2012,PIJ Maison des services publics,,0,0,,1 rue Notre Dame,33198,33230,GUITRES,+33 5 57 69 27 70,assojil@aol.com,45.041196,-0.186364,7,,"Accompagnement individuel
Initiation Internet et multimédia",1,10149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340234de77fe55ff001201,14/02/2012,Médiathèque Michel Bézian,Cyber-base,1,0,,Allée Mozart,33199,33470,GUJAN MESTRAS,+33 5 57 52 54 60,multimedia@ville-gujanmestras.fr,44.618237,-1.074385,6,"BOUTAIN  Cédric
CANDELON  Ludovic","Accompagnement individuel
Initiation Internet et multimédia
Pratiques culturelles, création artistique 
Accompagnement scolaire, activités éducatives
Démarches administratives",1,8027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199B,,PRAJ,PAPI,EducPop,,http://www.ville-gujanmestras.fr/praj/,"Centre Saint Exupéry 41, cours de l'Yser",199,33471,Gujan-Mestras,05 56 66 73 03,praj@ville-gujanmestras.fr,,,,Christophe Di jandomenico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201A,,Bibliothèque municipale,PAPI,Bibliothèque,,,,201,,Haux,,bibliomedia.haux33@orange.fr ,,,,Claire HEUZE ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204A,,Bibliothèque municipale,PAPI,Bibliothèque,,,,204,33190,Hure,,mairie.hure@wanadoo.fr,,,,,,,,,,,,Du Lundi au jeudi :13h30-18h,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401f4de77fe55ff000ca1,14/02/2012,Point Info Jeunes d'Izon,,0,0,,"77, avenue du Général de Gaulle",33207,33450,IZON,+33 5 57 74 76 26,prrbrngr@aol.com,44.920912,-0.367043,7,"Claude BERANGER,
Responsable du P.I.J.",,,5825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f3401aede77fe55ff000682,14/02/2012,MJC La tourmaline,,0,0,http://www.mjc.latourmaline.free.fr/,18 rue Montesquieu,33213,33650,LA BREDE,+33 5 56 78 45 02,mjc.latourmaline@libertysurf.fr,44.680466,-0.528726,8,,"Accompagnement individuel
Initiation Internet et multimédia",1,10184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f340202de77fe55ff000df2,14/02/2012,Espace Info Jeunes de La Brède,,0,0,,3 avenue Charles de Gaulle 33650 La Brède,33213,33650,LA BREDE,+33 5 56 78 43 82,espace-info-jeunes@wanadoo.fr,44.683451,-0.543948,4,Jennifer Dewilde,,,6421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219A,,Bibliothèque municipale Michel Iturria,PAPI,Bibliothèque,,,169 route des Templiers,219,33240,La Lande-de-Fronsac,05 57 58 12 43,bibliothequemicheliturria@orange.fr,,,,Nadine Brocher,,,,,,,,Lundi/mercredi/vendredi : 14h-19h Mardi/jeudi : 10h-12h/14h-19H,,,,,,,,,,,,,,Gratuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
