CD_DEPOT,LB_DEPOT,TYPE_DEPOT,LB_TYPE_DEPOT,COORD_TEL,COORD_FAX,COORD_MAIL,COORD_SITEWEB,ADR_L1,ADR_L2,ADR_L3,ADR_L4_NUM,ADR_L4_NUMEXT,ADR_L4_VOIE,ADR_L5,ADR_L6_CP,ADR_L6_COMM,INSEE_COMMUNE,CD_CANTON,RESPONSABLE,FL_DESSERVI,FL_INTERNET,NB_POSTEINT,NB_POSTEPUB,NB_MULT,ACCESS_HANDICAPES,H_DEB_MATIN_LUNDI,H_FIN_MATIN_LUNDI,H_DEB_APRM_LUNDI,H_FIN_APRM_LUNDI,H_DEB_MATIN_MARDI,H_FIN_MATIN_MARDI,H_DEB_APRM_MARDI,H_FIN_APRM_MARDI,H_DEB_MATIN_MERCREDI,H_FIN_MATIN_MERCREDI,H_DEB_APRM_MERCREDI,H_FIN_APRM_MERCREDI,H_DEB_MATIN_JEUDI,H_FIN_MATIN_JEUDI,H_DEB_APRM_JEUDI,H_FIN_APRM_JEUDI,H_DEB_MATIN_VENDREDI,H_FIN_MATIN_VENDREDI,H_DEB_APRM_VENDREDI,H_FIN_APRM_VENDREDI,H_DEB_MATIN_SAMEDI,H_FIN_MATIN_SAMEDI,H_DEB_APRM_SAMEDI,H_FIN_APRM_SAMEDI,H_DEB_MATIN_DIMANCHE,H_FIN_MATIN_DIMANCHE,H_DEB_APRM_DIMANCHE,H_FIN_APRM_DIMANCHE
1307,Beychac-et-Cailleau,9,,0556724712,0556728989,mediatheque@beychac-cailleau.fr,,BDP Beychac-et-Cailleau,,,,,BOURG DE CAILLEAU,,33750,BEYCHAC ET CAILLEAU,33049,55,,Oui,1,3,,3,accès aux personnes à mobilité réduite,,,,,,, 16h30, 18h30,,, 14h00, 18h30,,, 17h00, 18h00,,,,,10h00, 12h30,,,,,,
1161,Castets-en-Dorthe,9,,0556623986,0556627606,bibliotheque-castets@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net,BDP Castets-en-Dorthe,,MAIRIE,31,,GRAND RUE,,33210,CASTETS EN DORTHE,33106,28,LEFRERE Alice,Oui,1,0,,0,,10h00, 11h30,,,,, 16h00, 18h30,,, 14h00, 17h30,,,,,,, 16h00, 19h00,,,,,,,,
1463,Baron,15,,0557241728,0557241705,ptlect.baron@wanadoo.fr,,BDP Baron,,MAIRIE,16,,LE BOURG,,33750,BARON,33028,16,THARAUD Hervé,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,, 16h00, 17h00,,,,,,, 15h00, 18h00,,,,,,, 16h30, 18h00,10h30, 12h00,,,,,,
1485,Cubzac-les-Ponts,21,,0557430211,0557439247,mairie.cubzac@wanadoo.fr,,BDP Cubzac-les-Ponts,,MAIRIE,49,,AVENUE DE PARIS,,33240,CUBZAC LES PONTS,33143,39,ESTEBAN SANZ Monique,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Bordeaux,32,,0556103000,0556103090,bibli@mairie-bordeaux.fr,http://www.bordeaux.fr/,BDP Bordeaux,,,85,,COURS DU MARÉCHAL JUIN,,33075,BORDEAUX,33063,99,,Non,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Cabanac-et-Villagrains,16,,0556687051,0556687183,mairie@cabanac-villagrains.fr,,BDP Cabanac-et-Villagrains,,,,,PLACE SAINT MARTIN,,33650,CABANAC ET VILLAGRAINS,33077,27,,Oui,0,0,,0,accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Le Teich,17,,0556226122,0556223361,ville.du.teich@leteich.com,,BDP Le Teich,,,64,B,AVENUE CÔTE D'ARGENT,,33470,LE TEICH,33527,49,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 19h00,,, 15h00, 18h00,,,,,10h00, 12h00,,,10h00, 12h00,,,,,,
1356,Verdelais,20,,0556620206,0556767001,mairie-de-verdelais@wanadoo.fr,,BDP Verdelais,,,3,,LES ALLÉES,,33490,VERDELAIS,33543,43,,Oui,0,0,,0,,,,,,,,,,,,,,,, 14h00, 18h00,,,,,,,,,,,,
1719,Saint-Sulpice-et-Cameyrac,17,,0556302304,,bibliotheque-municipale16@wanadoo.fr,,BDP Saint-Sulpice-et-Cameyrac,,,15,,AVENUE MAUCAILLOU,,33450,SAINT SULPICE ET CAMEYRAC,33483,19,,Oui,1,1,,0,,,,,,,,,,,, 15h00, 18h00,,, 17h00, 19h00,,,,,10h00, 12h00,,,,,,
1628,Margueron,13,,0557412300,0557413855,margueron.pointlecture@orange.fr,,BDP Margueron,,,,,LA TUQUETTE,,33220,MARGUERON,33269,41,,Oui,0,0,,0,Accés aux personnes à mobilité réduite,,, 17h00, 18h30,,,,,,, 14h00, 15h00,,,,,,, 16h30, 18h00,,,,,,,,
1158,Bazas,5,,0556651246,0556650666,mediatheque.bazas@orange.fr,http://www.mediathequebazas.net,BDP Bazas,,,17,,ESPLANADE SAINT-SAUVEUR,,33430,BAZAS,33036,4,,Oui,1,3,,3,Accès aux personnes à mobilité réduite,,,,,,, 15h00, 18h30,09h30, 12h00, 14h00, 17h30,,,,,09h30, 12h00, 15h00, 17h30,09h30, 12h00,,,,,,
1720,Salleboeuf,9,,0556783526,0556683370,mediatheque.salleboeuf@hotmail.fr,,BDP Salleboeuf,,,3,,AVENUE DE LA TOUR,,33370,SALLEBOEUF,33496,23,,Oui,1,2,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h00,10h00, 12h00, 15h00, 18h00,,,,,,, 16h00, 17h00,09h00, 12h00,,,,,,
1679,Andernos-les-Bains,6,,0556039393,0556039394,mediatheque.andernos@wanadoo.fr,http://www.bmandernos.cassioweb.com,BDP Andernos-les-Bains,,,,,PARC DU BROUSTIC,,33510,ANDERNOS LES BAINS,33005,2,,Oui,1,5,,0,Accès aux personnes à mobilité réduite,,, 14h30, 17h30,,, 14h30, 17h30,10h00, 12h00, 14h30, 17h30,,, 14h30, 17h30,10h00, 12h00, 14h30, 17h30,10h00, 12h00, 14h30, 17h30,,,,
1366,Gensac,2,,0557474919,0557474663,mediatheque.gensac@wanadoo.fr,http://castillon.sezhame.decalog.net/,BDP Gensac,,,4,,RUE FROMAGÈRE,,33890,GENSAC,33186,37,,Oui,1,2,,2,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h00,10h00, 12h00, 14h00, 18h00,,,,,09h00, 12h00, 14h00, 18h00,09h30, 12h30,,,,,,
1098,Lesparre-Médoc,17,,0556418066,0556415849,bib.coeurmedoc@wanadoo.fr,,BDP Lesparre-Médoc,,,37,,COURS DU MARÉCHAL DE LATTRE DE TASSIGNY,,33340,LESPARRE MÉDOC,33240,29,,Oui,1,0,,0,,,,,,09h00, 12h00, 15h00, 18h00,09h00, 12h00, 15h00, 18h00,,,,,09h00, 12h00, 15h00, 18h00,09h00, 12h00, 15h00, 18h00,,,,
1027,Carbon-Blanc,5,,0557776886,0556381192,mediatheque@carbon-blanc.fr,www.mediatheque-carbon-blanc.fr,BDP Carbon-Blanc,,,17,,AVENUE VIGNAU ANGLADE,,33564,CARBON BLANC CEDEX,33096,19,,Oui,1,6,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h30,10h00, 12h00, 12h00, 18h00,10h00, 12h30,,,,, 15h00, 18h30,09h30, 12h30,,,,,,
1160,Bieujac,19,,05-56-62-82-5,0556627655,bibliotheque-bieujac@cc-paysdelangon.fr,http://www.bibliotheques-paysdelangon.net,BDP Bieujac,,,5 ,,VIGNEAU,,33210,BIEUJAC,33050,28,,Oui,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,, 14h00, 16h00,,,,
1684,La Lande-de-Fronsac,21,,0557581243,0557582323,bibliothequemicheliturria@orange.fr,,BDP La Lande-de-Fronsac,,,169,,RUE DES TEMPLIERS,,33240,LA LANDE DE FRONSAC,33219,24,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,, 13h30, 16h30,,, 16h30, 18h00,10h00, 12h00, 14h00, 17h00,,, 13h30, 16h30,,, 16h13, 16h30,,,,,,,,
1635,Cissac-Médoc,15,,0556739353,0556739481,bibliotheque.cissac-medoc@orange.fr,,BDP Cissac-Médoc,,,7,,RUE DU COMMERCE,,33250,CISSAC MÉDOC,33125,33,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 15h00, 17h30,,, 15h30, 17h30,,,,,,,,,10h30, 12h00,,,,,,
1504,Les Artigues-de-Lussac,27,,6-87-14-12-43,,florencegq@yahoo.fr,,BDP Les Artigues-de-Lussac,,,,,PLACE MAURICE DRUON,,33570,LES ARTIGUES DE LUSSAC,33014,31,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Le Pian-Médoc,5,,0556351774,0556358756,bibliotheque.lepian@wanadoo.fr,http://lepian.opac3d.fr,BDP Le Pian-Médoc,,,260,,RUE PASTEUR,,33290,LE PIAN MÉDOC,33322,6,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,, 15h00, 18h00,,,,,10h00, 12h00, 15h00, 19h00,10h00, 12h00, 16h00, 18h00,,,,,10h00, 12h00,,,,,,
537,Uzeste,19,,0556253311,0556258573,mairie-uzeste@wanadoo.fr,,BDP Uzeste,,,11,,PLACE DE L'ÉGLISE,,33730,UZESTE,33537,50,,Oui,0,0,,0,,,,,,,,,,,, 16h00, 18h30,,,,,,, 16h00, 18h30,,,,,,,,
1944,Saint-Morillon,15,,0556784989,0556784855,  bibliotheque.saint-morillon@sfr.fr,,BDP Saint-Morillon,,,1,,ROUTE DE SAINT MICHEL DE RIEUFRED,,33650,SAINT MORILLON,33454,27,,Oui,1,1,,0,,,,,,,, 16h00, 18h00,,,,,,,,,,,,,,, 16h00, 18h00,,,,
1096,Saint-Ciers-sur-Gironde,4,,0557328436,0557328437,mediatheque.st-ciers-gironde@wanadoo.fr,http://mediatheque.saintcierssurgironde.fr,BDP Saint-Ciers-sur-Gironde,,,5,,RUE DU PETIT VILLAGE,,33820,SAINT CIERS SUR GIRONDE,33389,40,,Oui,1,4,,0,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h00,09h30, 12h30, 14h00, 18h00,,, 15h30, 18h00,,, 14h00, 19h00,09h30, 12h30, 14h00, 17h00,,,,
2007,Pessac,32,,0557936700,0557936701,biblio.admin@mairie-pessac.fr,http://mediatheque.mairie-pessac.fr/,BDP Pessac,,,21,,RUE DE CAMPONAC,,33600,PESSAC,33318,97,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Cussac-Fort-Médoc,15,,0556589130,0556589130,bibliotheque.cussac-fort-medoc@orange.fr,,BDP Cussac-Fort-Médoc,,,16,,AVENUE DU HAUT MÉDOC,,33460,CUSSAC FORT MÉDOC,33146,20,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,, 16h00, 18h00,,,,,,, 17h00, 19h00,,,,,,,,
1770,Vérac,20,,0557844126,0557848467,mairiedeverac@wanadoo.fr,,BDP Vérac,,,,,BOURG,,33240,VÉRAC,33542,24,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,, 16h00, 17h00,,,,,,,,,,, 16h00, 17h00,,,,,,, 11h00, 12h00,,,,
1782,Cars,15,,0557420920,0557422169,bibliothequecars@wanadoo.fr,,BDP Cars,,,,,LE BOURG,,33390,CARS,33100,7,,Oui,1,1,,1,Accès aux personnes à mobilité réduite,,,,,,,,,,, 15h00, 17h30,,,,,,, 16h00, 17h30,,,,,,,,
1711,Montussan,16,,0556728842,,bibliotheque-montussan@wanadoo.fr,http://bibliothequedemontussan.blogspot.com,BDP Montussan,,,23,,ROUTE DE LA CURE,,33450,MONTUSSAN,33293,55,,Oui,1,2,,0,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h30,09h00, 12h30, 14h00, 18h30,,, 14h00, 18h30,,,,,09h00, 12h00,,,,,,
1696,Villegouge,21,,0557844208,0557844964,mairie.villegouge@wanadoo.fr,,BDP Villegouge,,,,,PLACE DU GÉNÉRAL DE GAULLE,,33141,VILLEGOUGE,33548,24,,Oui,0,0,,0,,,,,,,, 15h00, 16h30,,, 14h30, 17h00,09h00, 12h00,, 03h00,,, 15h00, 16h30,10h00, 12h00,,,,,,
1731,Saint-Denis-de-Pile,11,,0557551945,0557746142,bibliotheque@mairie-saintdenisdepile.fr,,BDP Saint-Denis-de-Pile,,,37,,ROUTE DE PARIS,,33910,SAINT DENIS DE PILE,33393,26,,Oui,1,2,,2,,,,,,,, 14h30, 18h00,09h00, 12h30, 14h30, 18h00,,, 14h30, 18h00,,, 14h30, 18h00,10h00, 12h00, 14h00, 16h30,,,,
1652,Grayan-et-l'Hôpital,8,,0556095829,0556095473,bibliothequegrayan@wanadoo.fr,http://bibliothequegrayan.blogspot.fr/,BDP Grayan-et-l'Hôpital,,,,,RUE DES GOËLANDS,,33590,GRAYAN ET L HÔPITAL,33193,46,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,10h30, 12h30,,,,,,,10h30, 12h00,,,,, 16h00, 18h30,,,,,,, 14h30, 17h00,,,,
1733,Sainte-Foy-la-Grande,4,,0557462970,,mediatheque@saintefoylagrande.net,http://bm-saintefoylagrande.jimdo.com/,BDP Sainte-Foy-la-Grande,,,8,,RUE JEAN LOUIS FAURE,,33220,SAINTE FOY LA GRANDE,33402,41,,Oui,1,6,,6,Accés aux personnes à mobilité réduite,,, 14h00, 18h30,09h00, 12h30, 14h00, 18h30,09h00, 12h30, 14h00, 18h30,,, 14h00, 18h30,09h00, 12h30, 14h00, 18h30,09h00, 12h30,,,,,,
1620,Lapouyade,7,,0557494289,0557494743,bm.lapouyade@wanadoo.fr,http://lapouyade.jimdo.com/la-commune/,BDP Lapouyade,,,25,,TER AVENUE DE VERDUN,,33620,LAPOUYADE,33230,26,,Oui,1,1,,1,Accès aux personnes à mobilité réduite,,, 14h30, 17h30,,, 14h30, 17h30,,, 14h30, 18h00,,, 14h30, 17h30,,, 14h30, 17h30,,,,,,,,
1736,Saint-Martial,25,,0556764293,0556764506,,,BDP Saint-Martial,,,,,LE BOURG,,33490,SAINT MARTIAL,33440,43,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Le Bouscat,32,,0557222662,,bibliotheque@mairie-le-bouscat.fr,,BDP Le Bouscat,,,17,,PLACE ROOSEVELT,,33110,LE BOUSCAT,33069,54,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,Vertheuil,9,,0556418489,0556733819,bibliothequedevertheuil@orange.fr,http://www.vertheuil-medoc.com/la-bibiotheque,BDP Vertheuil,,,,,COUR DE L'HONNEUR,,33180,VERTHEUIL,33545,33,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Étauliers,9,,0557647027,0557645038,mairie.etauliers@wanadoo.fr,,BDP Étauliers,,,,,RUE PRINCIPALE,,33820,ÉTAULIERS,33159,40,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 18h30,,, 14h00, 18h30,,, 14h00, 18h30,,, 14h00, 18h30,,,,,,,,
1709,Bassens,6,,0557808178,,maryse.doumax@ville-bassens.fr,http://www.ville-bassens.fr/default.asp?IDPAGE=432&cnf=1|4095E9ED,BDP Bassens,,,,,RUE DU 8 MAI 1945,,33530,BASSENS,33032,60,,Oui,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Saint-Christoly-de-Blaye,15,,0557427449,0557424147,bibliotheque@saint-christoly.fr,,BDP Saint-Christoly-de-Blaye,,,1,,PLACE DE L'ÉGLISE,,33920,SAINT CHRISTOLY DE BLAYE,33382,44,,Oui,1,1,,0,,,,,,,,,,10h00, 12h00, 14h00, 17h00,,,,,,, 15h00, 17h00,10h00, 12h00,,,,,,
1682,Latresne,10,,0556207234,,bibliotheque@mairie-latresne.fr,,BDP Latresne,,,3,,RUE DES ARPÈGES,,33360,LATRESNE,33234,23,,Oui,1,1,,0,accès aux personnes à mobilité réduite,,,,,,, 15h30, 19h30,10h00, 12h00, 14h00, 19h00,,, 15h30, 19h30,,, 15h30, 19h00,10h00, 13h00,,,,,,
1659,Rions,15,,0951379382,,bibliorions@free.fr,http://biblirions.canalblog.com/,BDP Rions,,,1,,CHEMIN DES SOEURS,,33410,RIONS,33355,17,,Oui,1,0,,0,,,,,,,,,,,, 15h00, 18h30,,,,,,, 16h00, 18h00,,, 15h30, 18h00,,,,
1477,Gujan-Mestras,32,,0557525460,0557525461,biblio@ville-gujanmestras.fr,http://mediatheque.ville-gujanmestras.fr/,BDP Gujan-Mestras,,,,,ALLÉE MOZART,,33470,GUJAN MESTRAS,33199,49,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,Saint-Antoine-sur-l'Isle,20,,0557496219,0557496219,mairiedestantoinesurlisle@wanadoo.fr,,BDP Saint-Antoine-sur-l'Isle,,,,,RUE DE VERDUN,,33660,SAINT ANTOINE SUR L ISLE,33373,22,,Oui,1,2,,0,Accès aux personnes à mobilité réduite,,,,,,,,,09h00, 12h00,,,,,,,,,,,09h00, 12h00,,,,,,
1104,Saint-Médard-en-Jalles,32,,0557931850,0557931860,bibliotheque@saint-medard-en-jalles.fr,http://mediatheque.carredesjalles.org,BDP Saint-Médard-en-Jalles,,,,,PLACE DE LA RÉPUBLIQUE,,33160,SAINT MÉDARD EN JALLES,33449,63,,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Saint-Louis-de-Montferrand,15,,0556774721,0556774028,bibliothequedestlouis@wanadoo.fr,,BDP Saint-Louis-de-Montferrand,,,,,RUE LOUIS MONTEAU,,33440,SAINT LOUIS DE MONTFERRAND,33434,60,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Saint-Palais,13,,0557326158,0557326663,mairie.st.palais33@wanadoo.fr,,BDP Saint-Palais,,,16,,LE BOURG,,33820,SAINT PALAIS,33456,40,,Oui,0,1,,2,,10h00, 12h00, 14h00, 18h00,10h00, 12h00, 14h00, 18h00,10h00, 12h00, 14h00, 18h00,10h00, 12h00, 14h00, 18h00,,,,,,,,,,,,
1749,Ludon-Médoc,16,,0557884409,0557885480,info@mairie-ludon-medoc.fr,,BDP Ludon-Médoc,,,1,,RUE DE LA MAIRIE,,33290,LUDON MÉDOC,33256,6,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,Sainte-Terre,15,,0557471593,0557471614,bibliosainteterre@wanadoo.fr,,BDP Sainte-Terre,,,12,,AVENUE CHARLES DE GAULLE,,33350,SAINTE TERRE,33485,21,,Oui,1,3,,3,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 17h00,,, 14h00, 18h00,,, 16h00, 17h00,,, 16h00, 17h00,10h00, 12h00,,,,,,
1579,Saint-Hilaire-de-la-Noaille,19,,0556710009,0556710237,saint-hilairenovalia-medias@wanadoo.fr,,BDP Saint-Hilaire-de-la-Noaille,,,6,,LE PONT,,33190,SAINT HILAIRE DE LA NOAILLE,33418,38,,Oui,1,4,,0,,,,,,,,,,,, 16h30, 18h30,,,,,,,,,,, 14h00, 16h00,,,,
1526,Les Lèves-et-Thoumeyragues,20,,0557412115,0557412088,leslevesetthoumeyragues@bdp33.fr,,BDP Les Lèves-et-Thoumeyragues,,MAIRIE,,B,,,33220,LES LÈVES ET THOUMEYRAGUES,33242,41,QUEYREAU GONZALEZ Alexandra,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Blaye,5,,0557422358,,biblio@blaye.fr,,BDP Blaye,,,27,,COURS DE LA RÉPUBLIQUE,,33390,BLAYE,33058,7,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 13h00, 17h00,10h00, 12h30, 14h00, 18h00,,, 13h00, 17h00,,, 15h00, 18h00,10h00, 12h30, 14h00, 18h00,,,,
1173,Gironde-sur-Dropt,9,,0556711411,0556711105,cducourneau@girondesurdropt.com,,BDP Gironde-sur-Dropt,,,,,Maison des médias,,33190,GIRONDE SUR DROPT,33187,38,,Oui,1,11,,11,Accès aux personnes à mobilité réduite,,,,,,, 14h00, 17h30,09h00, 12h00, 14h00, 18h30,,, 14h00, 18h00,10h00, 12h00, 14h00, 19h00,,, 14h00, 19h00,,,,
1503,Camps-sur-l'Isle,25,,0557696335,0557696579,mairiecamps-sur-isle@wanadoo.fr,,BDP Camps-sur-l'Isle,,MAIRIE,89,,RUE DE LA RÉPUBLIQUE,,33660,CAMPS SUR L ISLE,33088,22,BOULERY Céline,Oui,1,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Belin-Béliet,22,,0556881982,0556880125,bibliotheque.alienor@wanadoo.fr,http://www.belin-beliet.fr/index.php/content/view/371/470/,BDP Belin-Béliet,,,29,,AVENUE ALIÉNOR,,33830,BELIN BÉLIET,33042,5,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,,, 16h30, 18h30,,,,,10h00, 12h00, 13h00, 17h00,,,,,,, 15h00, 17h00,10h00, 12h00, 13h30, 17h00,,,,
1604,Saint-Gervais,27,,0557430206,0557431510,,,BDP Saint-Gervais,,MAIRIE,,,CHÂTEAU DU BART,,33240,SAINT GERVAIS,33415,39,MORISSEL,Non,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Portets,22,,0556671775,0556677020,marion.roche@cc-podensac.fr,,BDP Portets,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,33334,36,SARLET Guylaine,Oui,0,0,,0,,,, 17h00, 18h30,,, 17h00, 18h30,,, 15h00, 17h00,,, 17h00, 18h30,,,,,11h00, 12h00,,,,,,
2080,Listrac-Médoc,4,,,,,,BDP Listrac-Médoc,,,,,,,,,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Braud-et-Saint-Louis,9,,0557326737,0557426092,mediatheque-braud@orange.fr,www.mairie-braud.com,BDP Braud-et-Saint-Louis,,,15,,AVENUE DE LA RÉPUBLIQUE,,33820,BRAUD ET SAINT LOUIS,33073,40,,Oui,1,1,,0,Accès aux personnes à mobilité réduite,,,,,08h00, 12h00, 14h00, 18h00,08h00, 12h00, 14h00, 18h00,08h00, 12h00, 14h00, 18h00,08h00, 12h00, 14h00, 18h00,09h00, 12h00,,,,,,
1981,Villandraut,20,,0556253141,,,,BDP Villandraut,,,,,PLACE DU GÉNÉRAL DE GAULLE,,33730,VILLANDRAUT,,50,,Oui,0,0,,0,,,,,,,,,,,, 16h00, 18h00,,,,,,, 16h30, 18h30,10h00, 12h00,,,,,,
1598,Le Nizan,19,,0556252952,0556252690,e.lenizan@ac-bordeaux.fr,,BDP Le Nizan,,,6 ,,ANDRIVET,,33430,LE NIZAN,33305,4,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 17h00, 18h30,,, 17h00, 18h30,,,,,,, 17h00, 18h30,,, 17h00, 18h30,,,,,,,,
1772,Le Haillan,6,,0557931131,0557931112,service.bibliotheque@ville-lehaillan.fr,,BDP Le Haillan,,,30,,RUE DE LOS HÉROS,,33185,LE HAILLAN,33200,63,,Oui,1,6,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Maransin,21,,0557494115,0557690533,mairie.maransin@wanadoo.fr,,BDP Maransin,,,38,,LE BOURG,,33230,MARANSIN,33264,26,,Oui,0,0,,1,Accès aux personnes à mobilité réduite,,,,,,,,,,, 14h00, 17h00,,,,,,,,,09h00, 12h00,,,,,,
1625,Saint-Cibard,25,,0557406102,0557406102,mairiesaintcibard@wanadoo.fr,,BDP Saint-Cibard,,MAIRIE,,B,,,33570,SAINT CIBARD,33386,31,PETIT Josiane,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,Grignols,9,,0556255105,,bibliothequedegrignols@orange.fr,,BDP Grignols,,,,,PLACE DE L'ÉGLISE,,33690,GRIGNOLS,33195,25,,Oui,1,0,,0,Accès aux personnes à mobiblité réduite,,,,,,, 16h30, 18h00,09h00, 12h00, 13h30, 17h30,,,,,,, 16h30, 18h30,09h00, 12h00,,,,,,
1550,Gabarnac,25,,0556629774,0556629774,mairie-de-gabarnac@wanadoo.fr,,BDP Gabarnac,,MAIRIE,,B,,,33410,GABARNAC,33176,17,DUBERGEY,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,, 14h00, 15h00,,,,,,,,,,,,,,,,,,,,,,,,
1622,Lacanau Ville,10,,0557170810,,biblio.ville@mairie-lacanau.fr,http://www.mediathequelacanau.fr,BDP Lacanau Ville,,,8,,AVENUE DE LA LIBÉRATION,,33680,LACANAU,33214,20,,Oui,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h30,,, 16h00, 18h30,,,,,,, 16h00, 18h30,10h00, 12h30,,,,,,
1674,La Sauve,9,,0557970218,0557970210,bibliothequelasauvemajeure@orange.fr,,BDP La Sauve,,MAIRIE,,B,,,33670,LA SAUVE,33505,23,LANCON Carine,Oui,0,0,,0,accès aux personnes à mobilité réduite,,,,,,, 16h00, 18h00,,, 15h00, 18h00,,,,,,, 16h00, 18h00,10h00, 12h00,,,,,,
1619,Le Porge,22,,0556036331,0556265921,leporgebiblio@gmail.com,,BDP Le Porge,,,1,,PLACE SAINT SEURIN,,33680,LE PORGE,33333,20,,Oui,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Eysines,32,,0556578486,,mediatheque@ville-eysines.fr,http://www.ville-eysines.fr/,BDP Eysines,,,,,CENTRE CULTUREL LE PLATEAU,,33320,EYSINES,33162,6,,Non,0,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Landiras,9,,0556620715,0556624869,francoise.cabannes@cc-podensac.fr,,BDP Landiras,,CDC PODENSAC-PRIMEVER ,12,,RUE DU MARÉCHAL LECLERC DE HAUTECLOCQUE,,33720,PODENSAC,33225,36,CABANNES Françoise,Non,1,0,,0,Accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Saint-Caprais-de-Blaye,19,,0557327430,0557327907,pointlecture.caprais@laposte.net,,BDP Saint-Caprais-de-Blaye,,MAIRIE,,B,,,33820,SAINT CAPRAIS DE BLAYE,33380,40,RAFFENAUD,Oui,1,1,,1,,,, 17h00, 18h30,,,,,11h00, 12h00,,,,,,,,,,,,,,,,,,
1667,Captieux,21,,0556656050,0556656566,contact@captieux.fr,,BDP Captieux,,,,,PLACE DU CHÂTEAU D'EAU,,33840,CAPTIEUX,33095,18,,Oui,1,0,,0,Accès aux personnes à mobilité réduite,10h00, 12h00,,,,,,,,, 15h00, 17h30,,,,,,,,,10h00, 11h30,,,,,,
1672,Camarsac,20,,0556301017,0556301324,mairie.camarsac@wanadoo.fr,,BDP Camarsac,,,12,,ROUTE DE BERGERAC,,33750,CAMARSAC,33083,23,,Oui,0,0,,0,accès aux personnes à mobilité réduite,,,,,,,,,,,,,,,,,,,,,10h00, 12h00,,,,,,
