COMMUNE_INSEE,COMMUNE_LIBMIN,COMMUNE_LIBSNA,COMMUNE_LIBDOC,ARR_V3CAR,ARR_V1CAR,ARR_LIBMIN,CANTON_V4CAR,CANTON_V2CAR,CANTON_LIBMIN,MAIRIE_ADR_L1,MAIRIE_ADR_L2,MAIRIE_ADR_L3,MAIRIE_ADR_L4NUM,MAIRIE_ADR_L4B,MAIRIE_ADR_L4VOIE,MAIRIE_ADR_L4_COMPLET,MAIRIE_ADR_L5,MAIRIE_ADR_L6CP,MAIRIE_ADR_L6COMMUNE,MAIRE_MR_MME,MAIRE_NOM,MAIRE_PRENOM,MAIRIE_TEL,MAIRIE_FAX,MAIRIE_MAIL,MAIRIE_SITE
33366,Saint-André-de-Cubzac,ST ANDRE DE CUBZAC                    ,,331,1,,3339,39,Saint-André-de-Cubzac,,,,,,,8 PLACE RAOUL LARCHE,,33240,SAINT ANDRE DE CUBZAC,Madame,MONSEIGNE,Célia,0557451010,0557451042,courriers@saintandredecubzac.fr,www.saint andre de cubzac.com
33367,Saint-André-du-Bois,ST ANDRE DU BOIS                      ,,333,3,,3343,43,Saint-Macaire,,,,,,,HOTEL DE VILLE,,33490,SAINT ANDRE DU BOIS,Madame,DELONG,Martine,0556764048,0556764308,mairie.saint.andredubois@wanadoo.fr,
33369,Saint-André-et-Appelles,ST ANDRE ET APPELLES                  ,,335,5,,3341,41,Sainte-Foy-la-Grande,,,,,,,LE PONT DE LA BEAUZE N°31,,33220,SAINT ANDRE ET APPELLES,Monsieur,GOURGOUSSE,René,0557460662,0557460662,mairie.st andre et appelles@wanadoo.fr,
33370,Saint-Androny,ST ANDRONY                            ,,331,1,,3307,07,Blaye,,,,,,,HOTEL DE VILLE,4 ROUTE DES VIGNES,33390,SAINT ANDRONY,Monsieur,RIVEAU,Pascal,0557644233,0557644597,mairie saint androny@wanadoo.fr,
33371,Saint-Antoine,ST ANTOINE                            ,,331,1,,3339,39,Saint-André-de-Cubzac,,,,,,,5 PLACE DE L'EGLISE,,33240,SAINT ANTOINE,Monsieur,BRUN,Jean-Paul,0557433456,0557436049,communesaintantoine@orange.fr,
33372,Saint-Antoine-du-Queyret,ST ANTOINE DU QUEYRET                 ,,333,3,,3334,34,Pellegrue,,,,,,,HOTEL DE VILLE,LE BOURG,33790,SAINT ANTOINE DU QUEYRET,Monsieur,AUBERT,Daniel,0557405428,0557406974,saint.antoine.du.queyret@wanadoo.fr,
33373,Saint-Antoine-sur-l'Isle,ST ANTOINE SUR L ISLE                 ,,335,5,,3322,22,Coutras,,,,,,,648 RUE DE VERDUN,,33660,SAINT ANTOINE SUR L'ISLE,Madame,PEYRIDIEUX,Paquerette,0557496219,0557496219,mairie@stantoinesurlisle.fr ; mairiedestantoinesurlisle@wanadoo.fr,
33374,Saint-Aubin-de-Blaye,ST AUBIN DE BLAYE                     ,,331,1,,3340,40,Saint-Ciers-sur-Gironde,,,,,,,HOTEL DE VILLE,21 LE BOURG,33820,SAINT AUBIN DE BLAYE,Monsieur,BOURNAZEAU,Bernard,0557326203,0557327825,st aubindeblaye@wanadoo.fr,www.saint aubin de blaye.fr
33375,Saint-Aubin-de-Branne,ST AUBIN DE BRANNE                    ,,335,5,,3316,16,Branne,,,,,,,1 LE BOURG,,33420,SAINT AUBIN DE BRANNE,Monsieur,DELBURG,Alain,0962609139,0557846231,staubindebranne@wanadoo.fr,
33376,Saint-Aubin-de-Médoc,ST AUBIN DE MEDOC                     ,,332,2,,3363,63,Saint-Médard-en-Jalles,,,,,,,ROUTE JOLI BOIS,,33160,SAINT AUBIN DE MEDOC,Monsieur,DUPRAT,Christophe,0556701515,0556959290,accueil@saintaubindemedoc.fr,http://www.saint aubin de medoc.fr/
33377,Saint-Avit-de-Soulège,ST AVIT DE SOULEGE                    ,,335,5,,3341,41,Sainte-Foy-la-Grande,,,,,,,HOTEL DE VILLE,,33220,SAINT AVIT DE SOULEGE,Madame,DUBREUIL,Gisèle,0557410024,0557410024,st avit de soulege.mairie@wanadoo.fr,
33378,Saint-Avit-Saint-Nazaire,ST AVIT ST NAZAIRE                    ,,335,5,,3341,41,Sainte-Foy-la-Grande,,,,,,,RUE DES ECOLES,,33220,SAINT AVIT SAINT NAZAIRE,Monsieur,NAUDON,Jean-Pierre,0557460427,0557460658,stavit.stnazaire@wanadoo.fr,
33379,Saint-Brice,ST BRICE                              ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,HOTEL DE VILLE,LE BOURG,33540,SAINT BRICE,Monsieur,DURU,Serge,0556715444,0556715444,saintbrice.mairie@wanadoo.fr,
33380,Saint-Caprais-de-Blaye,ST CAPRAIS DE BLAYE                   ,,331,1,,3340,40,Saint-Ciers-sur-Gironde,,,,,,,HOTEL DE VILLE,24 LE BOURG,33820,SAINT CAPRAIS DE BLAYE,Monsieur,PLISSON,Philippe,0557326212,0557327907,mairie.stcaprais@wanadoo.fr,
33381,Saint-Caprais-de-Bordeaux,ST CAPRAIS DE BORDEAUX                ,,332,2,,3323,23,Créon,,,,,,,4 AVENUE DE LA MERCADE,,33880,SAINT CAPRAIS DE BORDEAUX,Monsieur,PETIT,Jean-Paul,0557979400,0557979401,saint.caprais.de.bordeaux@wanadoo.fr,
33382,Saint-Christoly-de-Blaye,ST CHRISTOLY DE BLAYE                 ,,331,1,,3344,44,Saint-Savin,,,,,,,1 PLACE DE L'EGLISE,,33920,SAINT CHRISTOLY DE BLAYE,Monsieur,PERALDI,Bernard,0557425040,0557424147,communedestchristolydeblaye@wanadoo.fr,
33383,Saint-Christoly-Médoc,ST CHRISTOLY MEDOC                    ,,334,4,,3329,29,Lesparre-Médoc,,,,,,,1 PLACE EDOUARD LARDILEY,,33340,SAINT CHRISTOLY DE MEDOC,Madame,MORIAU,Sylvie,0556415307,0556415307,mairie.de.stchristolymedoc@wanadoo.fr,
33384,Saint-Christophe-des-Bardes,ST CHRISTOPHE DES BARDES              ,,335,5,,3331,31,Lussac,,,,,,,,,33330,SAINT CHRISTOPHE DES BARDES,Monsieur,GOINEAU,Patrick,0557247711,0557246892,mairie.de.saint.christophe.des.bardes@wanadoo.fr,
33385,Saint-Christophe-de-Double,ST CHRISTOPHE DE DOUBLE               ,,335,5,,3322,22,Coutras,,,,,,,46 LE BOURG,,33230,SAINT CHRISTOPHE DE DOUBLE,Madame,HURTAU,Renée,0557695111,0557495720,communedestchristophededouble@orange.fr,
33386,Saint-Cibard,ST CIBARD                             ,,335,5,,3331,31,Lussac,,,,,,,HOTEL DE VILLE,,33570,SAINT CIBARD,Monsieur,ROUSSILLE,Jean-Claude,0557406102,0557406102,mairiesaintcibard@wanadoo.fr,
33387,Saint-Ciers-d'Abzac,ST CIERS D ABZAC                      ,,335,5,,3326,26,Guîtres,,,,,,,HOTEL DE VILLE,,33910,SAINT CIERS D'ABZAC,Monsieur,AUDINET,Kléber,0557494069,0557561210,mairiestciersdabzac@wanadoo.fr,
33388,Saint-Ciers-de-Canesse,ST CIERS DE CANESSE                   ,,331,1,,3315,15,Bourg,,,,,,,HOTEL DE VILLE,2 BERBILLOT,33710,SAINT CIERS DE CANESSE,Monsieur,TOURET,Patrick,0557649140,0557649417,mairie de st ciers de canesse@wanadoo.fr,
33389,Saint-Ciers-sur-Gironde,ST CIERS SUR GIRONDE                  ,,331,1,,3340,40,Saint-Ciers-sur-Gironde,,,,,,,32 AVENUE DE LA REPUBLIQUE,,33820,SAINT CIERS SUR GIRONDE,Madame,PLISSON,Anne-Marie,0557326045,0557327057,mairie@saint ciers sur gironde.fr,
33390,Sainte-Colombe,STE COLOMBE                           ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,HOTEL DE VILLE,MAUGRAS,33350,SAINTE COLOMBE,Monsieur,THIBEAU,Daniel,0557479330,0557479262,colombe.mairie@wanadoo.fr,
33391,Saint-Côme,ST COME                               ,,333,3,,3304,04,Bazas,,,,,,,HOTEL DE VILLE,,33430,SAINT COME,Monsieur,MOURLANNE,Serge,0556250068,0556250068,mairie.saintcome@orange.fr,
33392,Sainte-Croix-du-Mont,STE CROIX DU MONT                     ,,333,3,,3317,17,Cadillac,,,,,,,HOTEL DE VILLE,CHÂTEAU DE TASTE,33410,SAINTE CROIX DU MONT,Monsieur,LATAPY,Michel,0556620139,0556620139,stecroixdumont.mairie@wanadoo.fr,www.sainte croix du mont.fr
33393,Saint-Denis-de-Pile,ST DENIS DE PILE                      ,,335,5,,3326,26,Guîtres,,,,,,,PLACE DE VERDUN,,33910,SAINT DENIS DE PILE,Monsieur,MAROIS,Alain,0557554420,0557554426,lemaire@mairie saintdenisdepile.fr,www.mairie saintdenisdepile.fr
33394,Saint-Émilion,ST EMILION                            ,,335,5,,3330,30,Libourne,,,,,,,PLACE PIOCEAU,,33330,SAINT EMILION,Monsieur,LAURET,Bernard,0557247209,0557246917,accueil@ville stemilion.fr,www.ville saint emilion.fr
33395,Saint-Estèphe,ST ESTEPHE                            ,,334,4,,3333,33,Pauillac,,,,,,,33 RUE DE LA MAIRIE,,33180,SAINT ESTEPHE,Madame,SAINTOUT,Michelle,0556593593,0556593918,mairie@mairie saint estephe.fr,
33396,Saint-Étienne-de-Lisse,ST ETIENNE DE LISSE                   ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,HOTEL DE VILLE,,33330,SAINT ETIENNE DE LISSE,Madame,DECAMPS,Françoise,0557401845,0557401845,mairie.st.etienne.de.lisse@wanadoo.fr,
33397,Sainte-Eulalie,STE EULALIE                           ,,332,2,,3319,19,Carbon-Blanc,,,,,,,1 PLACE CHARLES DE GAULLE,,33560,SAINTE EULALIE,Monsieur,LAPORTE,Hubert,0556060559,0557771587,etatcivil@mairie ste eulalie.fr,www.maire st eulalie.fr
33398,Saint-Exupéry,ST EXUPERY                            ,,333,3,,3338,38,Réole (La),,,,,,,HOTEL DE VILLE,LE BOURG,33190,SAINT EXUPERY,Monsieur,GOURGUES,Thierry,0556714704,0556714704,saint.exupery2@wanadoo.fr,
33399,Saint-Félix-de-Foncaude,ST FELIX DE FONCAUDE                  ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,2 PLANAU,,33540,SAINT FELIX DE FONCAUDE,Monsieur,REBILLOU,Bernard,0556714193,0556714193,,
33400,Saint-Ferme,ST FERME                              ,,333,3,,3334,34,Pellegrue,,,,,,,4 LE BOURG,,33580,SAINT FERME,Monsieur,BOUSCARY,Emile,0556616210,0556616816,saint ferme.mairie@wanadoo.fr,
33401,Sainte-Florence,STE FLORENCE                          ,,335,5,,3337,37,Pujols,,,,,,,HOTEL DE VILLE,,33350,SAINTE FLORENCE,Monsieur,AMBLEVERT,Daniel,0557405194,0557405194,mairie steflorence@wanadoo.fr,
33402,Sainte-Foy-la-Grande,STE FOY LA GRANDE                     ,,335,5,,3341,41,Sainte-Foy-la-Grande,,,,,,,PLACE GAMBETTA,BP 70,33220,SAINTE FOY LA GRANDE,Monsieur,PROVAIN,Robert,0557461084,0557465377,mairie@saintefoylagrande.net,www.saintefoylagrande.net
33403,Sainte-Foy-la-Longue,STE FOY LA LONGUE                     ,,333,3,,3343,43,Saint-Macaire,,,,,,,HOTEL DE VILLE,,33490,SAINTE FOY LA LONGUE,Monsieur,BENTEJAC,Jean-Michel,0556764143,0556764785,mairiestefoylalongue@wanadoo.fr,
33404,Sainte-Gemme,STE GEMME                             ,,333,3,,3332,32,Monségur,,,,,,,HOTEL DE VILLE,,33580,SAINTE GEMME,Monsieur,KERGEFFROY,Lucien,0556616490,0556616490,commune.sainte gemme@wanadoo.fr,
33405,Saint-Genès-de-Blaye,ST GENES DE BLAYE                     ,,331,1,,3307,07,Blaye,,,,,,,HOTEL DE VILLE,,33390,SAINT GENES DE BLAYE,Monsieur,FARAU,Claude,0557421004,0557421004,mairiestgenesdeblaye@cegetel.net,
33406,Saint-Genès-de-Castillon,ST GENES DE CASTILLON                 ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,HOTEL DE VILLE,,33350,SAINT GENES DE CASTILLON,Madame,GOMME,Claudy,0557479009,0557479009,mairie.stgenescastillon@wanadoo.fr,
33407,Saint-Genès-de-Fronsac,ST GENES DE FRONSAC                   ,,335,5,,3324,24,Fronsac,,,,,,,HOTEL DE VILLE,1 PLACE DU GENERAL DE GAULLE,33240,SAINT GENES DE FRONSAC,Madame,BERNALEAU,Brigitte,0557430515,0557431735,mairie.stgenes@orange.fr,
33408,Saint-Genès-de-Lombaud,ST GENES DE LOMBAUD                   ,,332,2,,3323,23,Créon,,,,,,,HOTEL DE VILLE,,33670,SAINT GENES DE LOMBAUD,Monsieur,DOUENCE,Jean-Michel,0556230094,0557343371,genes de lombaud@wanadoo.fr,www.mairie genes de lombaud.com
33409,Saint-Genis-du-Bois,ST GENIS DU BOIS                      ,,333,3,,3348,48,Targon,,,,,,,HOTEL DE VILLE,,33760,SAINT GENIS DU BOIS,Monsieur,VILLENEUVE,Michel,0556718679,0556718679,mairie.stgenisdubois@orange.fr,
33411,Saint-Germain-de-Grave,ST GERMAIN DE GRAVE                   ,,333,3,,3343,43,Saint-Macaire,,,,,,,HOTEL DE VILLE,,33490,SAINT GERMAIN DE GRAVE,Monsieur,DUMARTIN,Xavier,0556764107,0556764735,mairie.stgermaindegrave@wanadoo.fr,
33412,Saint-Germain-d'Esteuil,ST GERMAIN D ESTEUIL                  ,,334,4,,3329,29,Lesparre-Médoc,,,,,,,27 RUE DU BOURG,,33340,SAINT GERMAIN D'ESTEUIL,Monsieur,CORSAN,Jean-Jacques,0556090207,0556090337,mairie.st.germain.desteuil@wanadoo.fr,
33413,Saint-Germain-du-Puch,ST GERMAIN DU PUCH                    ,,335,5,,3316,16,Branne,,,,,,,1 RUE DE L'EGLISE,,33750,SAINT GERMAIN DU PUCH,Madame,VIANDON,Catherine,0557245118,0557240223,mairie.de.stgermain@wanadoo.fr,www.mairie stgermaindupuch.fr
33414,Saint-Germain-de-la-Rivière,ST GERMAIN DE LA RIVIERE              ,,335,5,,3324,24,Fronsac,,,,,,,HOTEL DE VILLE,,33240,SAINT GERMAIN DE LA RIVIERE,Monsieur,DUVERGER,Philippe,0557844760,0557844760,stgermaindelariviere@wanadoo.fr,
33415,Saint-Gervais,ST GERVAIS                            ,,331,1,,3339,39,Saint-André-de-Cubzac,,,,,,,HOTEL DE VILLE,CHÂTEAU LE BART,33240,SAINT GERVAIS,Monsieur,DUMAS,Alain,0557430206,0557431510,mairie.stgervais33@orange.fr,www.mairie stgervais.com
33416,Saint-Girons-d'Aiguevives,ST GIRONS D AIGUEVIVES                ,,331,1,,3344,44,Saint-Savin,,,,,,,15 LE BOURG,,33920,SAINT GIRONS D'AIGUEVIVES,Monsieur,PAGE,Eric,0557425209,0557425103,mairie.st.girons@wanadoo.fr,
33417,Sainte-Hélène,STE HELENE                            ,,334,4,,3320,20,Castelnau-de-Médoc,,,,,,,HOTEL DE VILLE,,33480,SAINTE HELENE,Monsieur,CAMEDESCASSE,Allain,0556585822,0556585104,mairie sainte helene@fr.oleane.com,www.ville sainte helene.fr
33418,Saint-Hilaire-de-la-Noaille,ST HILAIRE DE LA NOAILLE              ,,333,3,,3338,38,Réole (La),,,,,,,6 LE PONT,,33190,SAINT HILAIRE DE LA NOAILLE,Monsieur,NEGRO,Louis,0556710009,0556710237,saint.hilaire.de.la.noaille@wanadoo.fr,
33419,Saint-Hilaire-du-Bois,ST HILAIRE DU BOIS                    ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,HOTEL DE VILLE,,33540,SAINT HILAIRE DU BOIS,Monsieur,LAPEYRE,Francis,0556715760,0556715760,mairie sthilairedubois@wanadoo.fr,
33420,Saint-Hippolyte,ST HIPPOLYTE                          ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,HOTEL DE VILLE,,33330,SAINT HIPPOLYTE,Madame,FUGIER,Inès,0557247267,0557247267,mairiesthippolyte33@wanadoo.fr,
33421,Saint-Jean-de-Blaignac,ST JEAN DE BLAIGNAC                   ,,335,5,,3337,37,Pujols,,,,,,,HOTEL DE VILLE,2 RUE DES ECOLES,33420,SAINT JEAN DE BLAIGNAC,Monsieur,MINARD,Didier,0557845266,0557749528,mairie.saint jeanblaignac@wanadoo.fr,www.ville saintjeandeblaignac.com
33422,Saint-Jean-d'Illac,ST JEAN D ILLAC                       ,,332,2,,3361,61,Mérignac  2e  Canton,,,,,,,120 AVENUE DU LAS - BP 10,ESPLANADE PIERRE SARTRE,33127,SAINT JEAN D'ILLAC,Monsieur,FERGEAU,Jacques,0557978300,0556216991,contact@mairie stjeandillac.fr,www.mairie stjeandillac.fr
33423,Saint-Julien-Beychevelle,ST JULIEN BEYCHEVELLE                 ,,334,4,,3333,33,Pauillac,,,,,,,HOTEL DE VILLE,,33250,SAINT JULIEN BEYCHEVELLE,Monsieur,BRESSAN,Lucien,0556590811,0556591377,mairie.st.julien.beychevelle@wanadoo.fr,
33424,Saint-Laurent-Médoc,ST LAURENT MEDOC                      ,,334,4,,3342,42,Saint-Laurent-Médoc,,,,,,,4 RUE DU GENERAL DE GAULLE,,33112,SAINT LAURENT MEDOC,Monsieur,FERON,Jean-Marie,0556733270,0556733271,mairie@saintlaurentmedoc.fr,www.ville saint laurent medoc.fr
33425,Saint-Laurent-d'Arce,ST LAURENT D ARCE                     ,,331,1,,3339,39,Saint-André-de-Cubzac,,,,,,,HOTEL DE VILLE,8 RUE PIERRE GEORGET,33240,SAINT LAURENT D'ARCE,Monsieur,BASTIDE,Jacques,0557430161,0557436718,mairie.stlaurent.darce@wanadoo.fr,
33426,Saint-Laurent-des-Combes,ST LAURENT DES COMBES                 ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,22 RUE PEYRELONGUE,,33330,SAINT LAURENT DES COMBES,Monsieur,VALLADE,Alain,0557247195,0557246938,mairie de st laurent des combes@wanadoo.fr,
33427,Saint-Laurent-du-Bois,ST LAURENT DU BOIS                    ,,333,3,,3343,43,Saint-Macaire,,,,,,,39 LE BOURG OUEST,,33540,SAINT LAURENT DU BOIS,Madame,DUBOSC,Colette,0556764061,0556762033,mairie.stlaurentdubois@orange.fr,
33428,Saint-Laurent-du-Plan,ST LAURENT DU PLAN                    ,,333,3,,3343,43,Saint-Macaire,,,,,,,HOTEL DE VILLE,,33190,SAINT LAURENT DU PLAN,Monsieur,BOULIN,André,0556764015,0556764737,mairie.stlaurentduplan@orange.fr,
33429,Saint-Léger-de-Balson,ST LEGER DE BALSON                    ,,333,3,,3345,45,Saint-Symphorien,,,,,,,HOTEL DE VILLE,33 LE BOURG,33113,SAINT LEGER DE BALSON,Madame,RODRIGUEZ,Laëtitia,0556257053,0556257053,communedestlegerdebalson@orange.fr,
33431,Saint-Léon,ST LEON                               ,,332,2,,3323,23,Créon,,,,,,,14 ROUTE DE MONDON,,33670,SAINT LEON,Monsieur,TARBES,Nicolas,0556234802,0556234802,mairie st leon@wanadoo.fr,www.mairie stleon.fr
33432,Saint-Loubert,ST LOUBERT                            ,,333,3,,3328,28,Langon,,,,,,,HOTEL DE VILLE,,33210,SAINT LOUBERT,Monsieur,DEINER,Pierre,0556627779,0556627779,mairie.saintloubert@wanadoo.fr,
33433,Saint-Loubès,ST LOUBES                             ,,332,2,,3319,19,Carbon-Blanc,,,,,,,HOTEL DE VILLE,,33450,SAINT LOUBES,Monsieur,DURAND,Pierre,0557971616,0557971600,mairie@saint loubes.fr,www.saint loubes.fr
33434,Saint-Louis-de-Montferrand,ST LOUIS DE MONTFERRAND               ,,332,2,,3360,60,Lormont,,,,,,,HOTEL DE VILLE,,33440,SAINT LOUIS DE MONTFERRAND,Monsieur,SOUBABERE,Pierre,0556774311,0556774028,mairie st louis montferrand@wanadoo.fr,
33435,Saint-Macaire,ST MACAIRE                            ,,333,3,,3343,43,Saint-Macaire,,,,,,,8 ALLEE DES TILLEULS,,33490,SAINT MACAIRE,Monsieur,PATANCHON,Philippe,0556630364,0556630888,mairie.stmacaire@wanadoo.fr,www.saintmacaire.fr
33436,Saint-Magne,ST MAGNE                              ,,336,6,,3305,05,Belin-Béliet,,,,,,,1 PLACE DE LA MAIRIE,,33125,SAINT MAGNE,Monsieur,LACOSTE,Bernard-Philippe,0556885109,0556885403,mairie.saint.magne@wanadoo.fr,
33437,Saint-Magne-de-Castillon,ST MAGNE DE CASTILLON                 ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,AVENUE DU GENERAL DE GAULLE,,33350,SAINT MAGNE DE CASTILLON,Monsieur,DELONGEAS,Jean Claude,0557400754,0557404073,commune de saint magne de castillon@wanadoo.fr,
33438,Saint-Maixant,ST MAIXANT                            ,,333,3,,3343,43,Saint-Macaire,,,,,,,HOTEL DE VILLE,,33490,SAINT MAIXANT,Monsieur,GAZZIERO,Lucien,0556620308,0556620436,mairiedesaintmaixant@wanadoo.fr,
33439,Saint-Mariens,ST MARIENS                            ,,331,1,,3344,44,Saint-Savin,,,,,,,HOTEL DE VILLE,,33620,SAINT MARIENS,Monsieur,TROPHIME,Serge,0557686205,0557685424,stmariens@wanadoo.fr,
33440,Saint-Martial,ST MARTIAL                            ,,333,3,,3343,43,Saint-Macaire,,,,,,,6 LE BOURG,,33490,SAINT MARTIAL,Madame,COMBRET,Josiane,0556764293,0556764506,mairiedestmartial@wanadoo.fr,
33441,Saint-Martin-Lacaussade,ST MARTIN LACAUSSADE                  ,,331,1,,3307,07,Blaye,,,,,,,18 VOIE ROMAINE,,33390,SAINT MARTIN LACAUSSADE,Monsieur,MARGUERITTE,Bernard,0557420206,0557422122,mairie.st.martin.lacaussade@wanadoo.fr,www.stmartinlacaussade.com
33442,Saint-Martin-de-Laye,ST MARTIN DE LAYE                     ,,335,5,,3326,26,Guîtres,,,,,,,HOTEL DE VILLE,,33910,SAINT MARTIN DE LAYE,Monsieur,MARTINEZ,Jean-François,0557494044,0557494044,mairie.stmartindelaye@wanadoo.fr,
33443,Saint-Martin-de-Lerm,ST MARTIN DE LERM                     ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,HOTEL DE VILLE,,33540,SAINT MARTIN DE LERM,Monsieur,POUJON,Jean-Paul,0556714527,0556714527,,
33444,Saint-Martin-de-Sescas,ST MARTIN DE SESCAS                   ,,333,3,,3343,43,Saint-Macaire,,,,,,,2 PLACE DE LA MAIRIE,,33490,SAINT MARTIN DE SESCAS,Madame,ETIENNE,Nicole,0556628165,0556628165,mairie.sescas@wanadoo.fr,
33445,Saint-Martin-du-Bois,ST MARTIN DU BOIS                     ,,335,5,,3326,26,Guîtres,,,,,,,17 LE BOURG,,33910,SAINT MARTIN DU BOIS,Monsieur,FAURT,Philippe,0557847133,0557690532,mairie stmartin bois@wanadoo.fr,
33446,Saint-Martin-du-Puy,ST MARTIN DU PUY                      ,,333,3,,3347,47,Sauveterre-de-Guyenne,,,,,,,14 LE BOURG,,33540,SAINT MARTIN DU PUY,Monsieur,GOUACHE,André,0556715169,0556613790,mairiestmartindupuy@wanadoo.fr,
33447,Saint-Médard-de-Guizières,ST MEDARD DE GUIZIERES                ,,335,5,,3322,22,Coutras,,,,,,,ESPLANADE DU 18 JUIN,BP 5,33230,SAINT MEDARD DE GUIZIERES,Monsieur,CHABROLLES,Jean-Louis,0557564545,0557697619,s.mairie@saintmedarddeguizieres.fr,
33448,Saint-Médard-d'Eyrans,ST MEDARD D EYRANS                    ,,332,2,,3327,27,Brède (La),,,,,,,9 AVENUE DU 8 MAI,,33650,SAINT MEDARD D'EYRANS,Monsieur,TAMARELLE,Christian,0556727021,0556726924,contact@saint medard deyrans.fr,www.saint medard deyrans.fr
33449,Saint-Médard-en-Jalles,ST MEDARD EN JALLES                   ,,332,2,,3363,63,Saint-Médard-en-Jalles,,,,,,,PLACE DE L'HOTEL DE VILLE,BP 22,33165,SAINT MEDARD EN JALLES CEDEX,Monsieur,LAMAISON,Serge,0556574040,0556574057,contact@saint medard en jalles.fr,www.saint medard.en jalles.fr
33450,Saint-Michel-de-Castelnau,ST MICHEL DE CASTELNAU                ,,333,3,,3318,18,Captieux,,,,,,,9 ROUTE DE LARTIGUE,,33840,SAINT MICHEL DE CASTELNAU,Monsieur,LOUBIERE,Pierre,0556658103,0556658580,mairie.stmicheldecastelnau@wanadoo.fr,www.cc captieux grignols.fr/z/index.php
33451,Saint-Michel-de-Fronsac,ST MICHEL DE FRONSAC                  ,,335,5,,3324,24,Fronsac,,,,,,,HOTEL DE VILLE,,33126,SAINT MICHEL DE FRONSAC,Monsieur,BESSON,Jacques,0557249823,0557249823,mairie.st michel fronsac@wanadoo.fr,
33452,Saint-Michel-de-Rieufret,ST MICHEL DE RIEUFRET                 ,,333,3,,3336,36,Podensac,,,,,,,15 LE BOURG,,33720,SAINT MICHEL DE RIEUFRET,Monsieur,GAUTHIER,Marc,0556625225,0556624867,mairie.smrieufret@orange.fr,www.saintmichel de rieufret.fr
33453,Saint-Michel-de-Lapujade,ST MICHEL DE LAPUJADE                 ,,333,3,,3338,38,Réole (La),,,,,,,6 TERRE DE L'EGLISE,,33190,SAINT MICHEL DE LAPUJADE,Monsieur,BOISSONNEAU,Philippe,0556617618,0556617618,saint.michel.de.LAPUJADE@wanadoo.fr,
33454,Saint-Morillon,ST MORILLON                           ,,332,2,,3327,27,Brède (La),,,,,,,1 PLACE DE L'EGLISE,,33650,SAINT MORILLON,Madame,SECCO,Danielle,0556202562,0556784855,mairie.saint morillon@wanadoo.fr,
33456,Saint-Palais,ST PALAIS                             ,,331,1,,3340,40,Saint-Ciers-sur-Gironde,,,,,,,16 LE BOURG,,33820,SAINT PALAIS,Monsieur,TERRANCLE,Jacky,0557326158,0557326663,mairie.st.palais33@wanadoo.fr,
33457,Saint-Pardon-de-Conques,ST PARDON DE CONQUES                  ,,333,3,,3328,28,Langon,,,,,,,27 MURAILLE,,33210,SAINT PARDON DE CONQUES,Monsieur,GRUBER,Walter,0556630718,0556623507,mairie.stpardondeconques@wanadoo.fr,
33458,Saint-Paul,ST PAUL                               ,,331,1,,3307,07,Blaye,,,,,,,16 LE BOURG,,33390,SAINT PAUL,Monsieur,DUEZ,Jean-Pierre,0557420801,0557428455,saint.paul33@wanadoo.fr,www.mairie st paul.com
33459,Saint-Pey-d'Armens,ST PEY D ARMENS                       ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,HOTEL DE VILLE,,33330,SAINT PEY D'ARMENS,Madame,MARCHIVE,Véronique,0557471524,0557471524,mairie de st pey d armens@wanadoo.fr,
33460,Saint-Pey-de-Castets,ST PEY DE CASTETS                     ,,335,5,,3337,37,Pujols,,,,,,,3 AVENUE DE LA MAIRIE,,33350,SAINT PEY DE CASTETS,Madame,POIVERT,Liliane,0557405216,0557405216,mairiestpeydecastets@wanadoo.fr,
33461,Saint-Philippe-d'Aiguille,ST PHILIPPE D AIGUILLE                ,,335,5,,3321,21,Castillon-la-Bataille,,,,,,,LE BOURG,,33350,SAINT PHILIPPE D'AIGUILLE,Monsieur,PAZAT,Roger,0557406150,0557406641,mairie de st philippe daigui@wanadoo.fr,
33462,Saint-Philippe-du-Seignal,ST PHILIPPE DU SEIGNAL                ,,335,5,,3341,41,Sainte-Foy-la-Grande,,,,,,,HOTEL DE VILLE,,33220,SAINT PHILIPPE DU SEIGNAL,Monsieur,FAVEREAU,André,0557460736,0557461482,stphilippeduseign@free.fr,
33463,Saint-Pierre-d'Aurillac,ST PIERRE D AURILLAC                  ,,333,3,,3343,43,Saint-Macaire,,,,,,,LE BOURG,124 AVENUE DE LA LIBERATION,33490,SAINT PIERRE D'AURILLAC,Monsieur,CORBANESE,Jean,0556633027,0556631739,commune de st pierre daurillac@wanadoo.fr,www.st pierre daurillac.fr
