TYPE,CATEGORIE,RAISON_SOCIALE,ADRESSE,ADRESSE_SUITE,CODE_POSTAL,COMMUNE,TEL__INFORMATIONS,SITE_WEB,CHAINES,CLASSEMENT_LOGIS,LABELS,TOURISME_ET_HANDICAP,LONGITUDE,LATITUDE
Hôtel,Non classé,Château Pey la Tour,32 avenue de la Tour,,33370,SALLEBOEUF,+33 5 56 68 51 81,www.chateaupeylatour.com,,,,,-0.396612,44.850384
Hôtel - Restaurant,3 étoiles,Domaine du Pont de l'Eyre,2 route de Minoy,B.P. 8,33770,SALLES,+33 5 56 88 35 00,domainedupontdeleyre.eu,Logis,2 cheminées;2 cocottes,Qualité Tourisme,,-0.877956,44.54135
Hôtel,Non classé,Relais du Château d'Arche,,,33210,SAUTERNES,+33 5 56 76 67 67,www.chateaudarche-sauternes.com,Relais du Silence,,,,-0.342766,44.53745
Hôtel - Restaurant,Non classé,Hôtel Le Guyenne,Route de Libourne,,33540,SAUVETERRE-DE-GUYENNE,+33 5 56 71 54 92,www.hotel-de-guyenne.fr,,,,,-0.0888347,44.694893
Hôtel,2 étoiles,Hôtel Michelet,1 rue Bernard Baguenard,,33780,SOULAC-SUR-MER,+33 5 56 09 84 18,www.hotelmichelet.fr,,,,,-1.1271715,45.514385
Hôtel - Restaurant,3 étoiles,Hôtel des Pins,92 boulevard de l'Amélie,,33780,SOULAC-SUR-MER,+33 5 56 73 27 27,www.hotel-des-pins.com,Logis,2 cheminées;3 cocottes,Qualité Tourisme,,-1.148388,45.484894
Hôtel - Restaurant,3 étoiles,Océan Hôtel Amélie,L'Amélie,,33780,SOULAC-SUR-MER,+33 5 56 09 78 05,www.oceanhotelamelie.com,,,,,-1.1364626,45.482048
Hôtel - Restaurant,Non classé,Hôtel l'Arbousier,1 route de Grayan,,33780,SOULAC-SUR-MER,+33 5 56 09 74 89,www.hotel-arbousier.com,,,,,-1.118524,45.507896
Hôtel - Restaurant,Non classé,Hôtel Le Neptune,12 rue de la plage,,33780,SOULAC-SUR-MER,+33 5 56 73 32 50,www.hotelneptune.fr,,,,,-1.1266779,45.51585
Hôtel - Restaurant,Non classé,Hôtel l'Ecume des Jours,4 rue Périer de Larsan,,33780,SOULAC-SUR-MER,+33 5 56 09 81 34,www.ecumedesjours.fr,,,,,-1.1213135,45.512634
Hôtel - Restaurant,Non classé,Hôtel Le Cheyzin,Route de la Rivière,Lieu dit Le Cheyzin,33590,TALAIS,05 56 09 99 05,www.lecheyzin.com,,,,,-0.975,45.4192
Hôtel - Restaurant,Non classé,Hôtel Chez Philip,132 rue de la Médoquine,,33400,TALENCE,+33 5 56 80 46 46,www.hotel-restaurant-chez-philip.com,,,,,-0.596624,44.81514
Hôtel - Restaurant,Non classé,Hôtel de Guyenne,15 rue François Rabelais,,33405,TALENCE CEDEX,+33 5 56 84 48 60,www.lyceedegascogne.com,,,,,-0.590352,44.81292
Hôtel,3 étoiles,Girondotel,14 avenue du Périgord,,33370,TRESSES,+33 5 57 34 13 95,www.inter-hotel.com,Inter Hôtels,,,,-0.468073,44.865646
Hôtel - Restaurant,Non classé,Vatel-Gangloff Hôtel,Grand Cazeau,,33870,VAYRES,+33 5 57 74 80 79,www.gangloff-vatel-hotel.ic-sites.com,Logis,2 cheminées;1 cocotte,Qualité Tourisme,,-0.3125,44.8972
Hôtel,Non classé,Motel Les Acacias,64 route de Montalivet,,33930,VENDAYS-MONTALIVET,+33 5 56 41 73 23,www.acaciashotel.fr,,,,,-1.068803,45.357655
Hôtel - Restaurant,2 étoiles,Hôtel l'Arberet,32 route de Soulac,,33930,VENDAYS-MONTALIVET,+33 5 56 41 71 29,www.larberet.com,Logis,2 cheminées;2 cocottes,Qualité Tourisme,,-1.068803,45.357655
Hôtel - Restaurant,2 étoiles,Hôtel Le Marin,18 avenue de l'Océan,,33930,VENDAYS-MONTALIVET,+33 5 56 09 99 90,www.hotellemarin.com,,,,,-1.1560904,45.378147
Hôtel - Restaurant,Non classé,Hôtel de l'Europe,2 avenue de l'Océan,,33930,VENDAYS-MONTALIVET,+33 5 56 09 30 41,http://formaweb33.free.fr/soleileurope,,,,,-1.150843,45.378086
Hôtel,Non classé,Hôtel Le Casalet,Rue Jean Dupuy,,33730,VILLANDRAUT,+33 5 56 25 46 94,www.lecasalet.fr,,,,,-0.369772,44.459232
Hôtel - Restaurant,2 étoiles,Hôtel La Renaissance,6 place Gambetta,,33730,VILLANDRAUT,+33 5 56 25 31 25,www.logishotels.com/fr/hotel-Hotel-La-Renaissance-13132.html,Logis,2 cheminées;1 cocotte,,Handicap mental;Handicap moteur,-0.3714,44.4586
Hôtel - Restaurant,2 étoiles,Hôtel La Crémaillère,8 place du Général de Gaulle,,33730,VILLANDRAUT,+33 5 56 25 30 67,www.aubergelacremaillere.com,Logis,2 cheminées;2 cocottes,Qualité Tourisme;Tables et Auberges de France,,-0.372824,44.458717
Hôtel,1 étoile,Hôtel Première Classe Bordeaux Sud,2-4 rue Jean Fragonard,Haut Madere Ouest,33140,VILLENAVE-D'ORNON,+33 8 92 70 70 38,www.premiere-classe-bordeaux-sud-villenave-dornon.fr,Première Classe,,,,-0.5893278,44.78457
Hôtel,1 étoile,Hôtel Formule 1 Bordeaux Sud,2 rue Salvador Dali,Quartier Haut Madère,33140,VILLENAVE-D'ORNON,+33 8 91 70 51 92,www.accorhotels.com/fr/hotel-2472-formule-1-hotelf1-bordeaux-sud-villenave-d-ornon/index.shtml,Formule 1,,,,-0.587724,44.78429
Hôtel,2 étoiles,Hôtel Altica Villenave d'Ornon,Zone du Haut-Madère,3 rue Van Gogh,33140,VILLENAVE-D'ORNON,+33 5 56 04 64 64,www.altica.fr/fiche-hotel-altica.php?hotel=bordeaux-villenave-ornon,Altica,,,,-0.5822,44.7872
Hôtel,2 étoiles,Hôtel Stars Bordeaux Sud,6, rue Salvador Dali,Quartier Haut Madère,33140,VILLENAVE-D'ORNON,+33 5 56 37 90 00,http://bordeauxsud.starshotels.fr,Hôtel Star,,,,-0.588026,44.784393
Hôtel,2 étoiles,Etap Hôtel Bordeaux Sud,Centre d'ornon,Chemin de Sarcignan,33140,VILLENAVE-D'ORNON,+33 8 92 70 75 14,www.etaphotel.com/fr/hotel-6675-etap-hotel-bordeaux-sud-villenave-d-ornon-futur-ibis-budget/index.shtml,Etap Hotel,,,,-0.571914,44.777588
Hôtel,Non classé,Hôtel B & B Bordeaux Sud,Zone hôtelière,4 rue Salvador Dali,33140,VILLENAVE-D'ORNON,+33 8 92 78 80 17,www.hotel-bb.com/detailhotels.phtml?hotelid=0492,B&B,,La Clef Verte,,-0.5879831,44.78427
Hôtel - Restaurant,3 étoiles,All Seasons Bordeaux Sud,10 avenue du Maréchal Leclerc,,33140,VILLENAVE-D'ORNON,+33 5 56 87 82 86,www.all-seasons-hotels.com/fr/hotel-1996-all-seasons-bordeaux-sud-villenave-d-ornon-ex-mercure/index.shtml,All Seasons,,Qualité Tourisme,,-0.57298,44.778404
