TYPES_DE_PRODUITS,STATUT,AOC,RAISON_SOCIALE,ADRESSE,ADRESSE_SUITE,CODE_POSTAL,COMMUNE,TELEPHONE,SITE_WEB,MARQUES_ET_LABELS,TOURISME_ET_HANDICAP,LONGITUDE,LATITUDE
Vins,Producteur,Médoc,Château Tour Castillon,3 route Fort de Castillon,,33340,SAINT-CHRISTOLY-MEDOC,+33 5 56 41 54 98,www.vignoblespeyruse.com;www.tourcastillon.canalblog.com,Vignobles et Chais en Bordelais,,-0.8119583,45.350624
Vins,Producteur,Saint-Emilion Grand Cru,Château Fombrauge,,,33330,SAINT-CHRISTOPHE-DES-BARDES,05 57 24 77 12,http://www.fombrauge.com,Vignobles et Chais en Bordelais,,-0.142355,44.881958
Vins,Producteur,Saint-Emilion Grand Cru;Saint-Emilion,Château Haut Lavallade,Lavallade,,33330,SAINT-CHRISTOPHE-DES-BARDES,+33 5 57 24 77 47,www.chateau-haut-lavallade.fr,Vignobles et Chais en Bordelais,,-0.120633,44.90296
Vins,Producteur,Saint-Emilion Grand Cru,Château Haut Sarpe,,,33330,SAINT-CHRISTOPHE-DES-BARDES,+33 5 57 51 41 86;+33 5 57 24 70 98,www.josephjanoueix.com/Janoueix-CHATEAU-HAUT-SARPE.html,Vignobles et Chais en Bordelais,,-0.142355,44.881958
Vins,Producteur,Saint-Emilion Grand Cru,Château Lavallade,,,33330,SAINT-CHRISTOPHE-DES-BARDES,+33 5 57 24 77 49,www.chateaulavallade.com,Vignobles et Chais en Bordelais,,-0.1194,44.904682
Vins,Producteur,Saint-Emilion;Saint-Emilion Grand Cru,Château Moulin de Lagnet,1 Larguet,,33330,SAINT-CHRISTOPHE-DES-BARDES,+33 5 57 74 40 06,,Vignobles et Chais en Bordelais,,-0.1319,44.9069
Vins,Producteur,Saint-Emilion,Clos des Moines,2 les Bazilliques,,33330,SAINT-CHRISTOPHE-DES-BARDES,+33 5 57 24 77 02,http://closdesmoines.free.fr/,Vignobles et Chais en Bordelais,,-0.116043,44.89346
Vins,Producteur,Côtes de Bourg;Blaye Côtes de Bordeaux,Château Haut-Guiraud,,,33710,SAINT-CIERS-DE-CANESSE,+33 5 57 64 91 39,www.chateauhautguiraud.com,Vignobles et Chais en Bordelais,,-0.568206,45.060852
Vins,Producteur,Côtes de Bourg,Château La Grolet,,,33710,SAINT-CIERS-DE-CANESSE,+33 5 57 42 11 95,www.vignobles-hubert.com,Vignobles et Chais en Bordelais,,-0.568206,45.060852
Vins,Producteur,Côtes de Bourg;Bordeaux Rosé;Bordeaux Clairet,Château Les Tours Seguy,2 Le Seguy,,33710,SAINT-CIERS-DE-CANESSE,+33 5 57 64 99 57,www.chateau-les-tours-seguy.com,Vignobles et Chais en Bordelais,,-0.605279,45.088562
Vins,Producteur,Côtes de Bourg;Blaye Côtes de Bordeaux,Château Rousselle,Rousselle,,33710,SAINT-CIERS-DE-CANESSE,+33 5 57 42 16 62,www.chateaurousselle.com,Vignobles et Chais en Bordelais,,-0.624109,45.093845
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux;Crémant de Bordeaux;Bordeaux Rosé,Château des Matards,27 avenue du Pont de la Grâce,Le Pas d'Ozelle,33820,SAINT-CIERS-SUR-GIRONDE,+33 5 57 32 61 96,www.chateau-des-matards.com,Vignobles et Chais en Bordelais,,-0.634617,45.314636
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux Rosé,Château Paty-Claune,Les Renauds,,33820,SAINT-CIERS-SUR-GIRONDE,+33 5 57 32 65 45,www.chateaupatyclaune.fr,Vignobles et Chais en Bordelais,,-0.611014,45.29101
Vins,Producteur,Sainte-Croix-du-Mont;Premières Côtes de Bordeaux;Bordeaux;Bordeaux Rosé,Château Crabitan Bellevue,,,33410,SAINTE-CROIX-DU-MONT,+33 5 56 62 01 53,,Vignobles et Chais en Bordelais,,-0.276075,44.6385
Vins,Producteur,Sainte-Croix-du-Mont;Bordeaux;Bordeaux Rosé,Château des Mailles,7 Vilate Sud,,33410,SAINTE-CROIX-DU-MONT,+33 5 56 62 01 20,http://chateau.des.mailles.monsite-orange.fr,Vignobles et Chais en Bordelais,,-0.281233,44.593414
Vins,Producteur,Sainte-Croix-du-Mont;Bordeaux;Graves;Sauternes,Château du Mont,lieu-dit Pascaud,,33410,SAINTE-CROIX-DU-MONT,+33 5 56 62 07 65,www.chateau-du-mont.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.281233,44.593414
Vins,Producteur,Côtes de Bordeaux Saint-Macaire;Bordeaux;Bordeaux Rosé;Saint-Emilion;Saint-Emilion Grand Cru,Vignobles Michel Bergey,Château Damis,,33490,SAINTE-FOY-LA-LONGUE,+33 5 56 76 41 42,www.vignoblesbergey.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,Handicap mental;Handicap moteur;Handicap visuel,-0.144336,44.60995
Vins,Producteur,Saint-Emilion Grand Cru,Château Ambe Tour Pourret,,,33330,SAINT-EMILION,+33 5 57 55 23 28,www.vignobles-lannoye.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.16745,44.90225
Vins,Producteur,Saint-Emilion Grand Cru,Château Balestard La Tonnelle,,,33330,SAINT-EMILION,+33 5 57 74 62 06,www.vignoblescapdemourlin.com,Vignobles et Chais en Bordelais,,-0.146277,44.89959
Vins,Producteur,Saint-Emilion,Château Beaurang,,,33330,SAINT-EMILION,+33 5 57 24 73 31,www.chateau-beaurang.com,Vignobles et Chais en Bordelais,,-0.145417,44.862667
Vins,Producteur,Saint-Emilion Grand Cru,Château Cadet Bon,4 au Cadet,,33330,SAINT-EMILION,+33 5 57 74 43 20,www.cadet-bon.com,Vignobles et Chais en Bordelais,,-0.1528066,44.902393
Vins,Producteur,Saint-Emilion Grand Cru,Château Cantenac,Lieu dit Cantenac,RD 670,33330,SAINT-EMILION,+33 5 57 51 35 22,www.chateau-cantenac.fr,Vignobles et Chais en Bordelais,,-0.200767,44.894447
Vins,Producteur,Saint-Emilion Grand Cru;Saint-Emilion,Château Cardinal Villemaurine,,,33330,SAINT-EMILION,+33 5 57 24 64 40,www.chateaucardinal-villemaurine.fr,Vignobles et Chais en Bordelais,,-0.152483,44.89585
Vins,Producteur,Saint-Emilion Grand Cru,Château Carteau Côtes Daugay,Lieu dit Carteau,,33330,SAINT-EMILION,+33 5 57 24 73 94,www.chateau-carteau.com,Vignobles et Chais en Bordelais,,-0.1799011,44.88744
Vins,Producteur,Saint-Emilion Grand Cru,Château Champion,3 Champion,,33330,SAINT-EMILION,+33 5 57 74 43 98,www.chateau-champion.com,Vignobles et Chais en Bordelais,,-0.136183,44.91005
Vins,Producteur,Saint-Emilion Grand Cru,Château des Laudes,Lieu dit Pineuil,,33330,SAINT-EMILION,+33 6 12 94 15 98,,Vignobles et Chais en Bordelais,,-0.12737,44.89491
Vins,Producteur,Saint-Emilion Grand Cru,Château Fonplégade,,,33330,SAINT-EMILION,+33 5 57 74 43 74,www.fonplegade.com,Vignobles et Chais en Bordelais,,-0.1664257,44.88336
Vins,Producteur,Saint-Emilion Grand Cru,Château Fonrazade,,,33330,SAINT-EMILION,+33 5 57 24 71 58,www.chateau-fonrazade.com,Vignobles et Chais en Bordelais,,-0.177412,44.891087
Vins,Producteur,Saint-Emilion Grand Cru,Château Fonroque,,,33330,SAINT-EMILION,+33 5 57 24 60 02,www.chateaufonroque.com,Bienvenue à la Ferme;Vignobles et Chais en Bordelais,,-0.1608,44.90455
Vins,Producteur,Saint-Emilion Grand Cru,Château Franc Mayne,,,33330,SAINT-EMILION,+33 5 57 24 62 61,www.chateaufrancmayne.com,Vignobles et Chais en Bordelais,,-0.157317,44.90285
Vins,Producteur,Saint-Emilion;Saint-Emilion Grand Cru,Château Franc Pourret,,,33330,SAINT-EMILION,+33 5 57 24 72 29,www.ouzoulias-vins.com,Vignobles et Chais en Bordelais,,-0.1670265,44.90109
Vins,Producteur,Saint-Emilion Grand Cru,Château Guadet,4 rue Guadet,,33330,SAINT-EMILION,+33 5 57 74 40 04,www.chateau-guadet-saintemilion.com,Vignobles et Chais en Bordelais,,-0.155222,44.893368
Vins,Producteur,Saint-Emilion Grand Cru,Château La Fleur Picon,,,33330,SAINT-EMILION,+33 5 57 24 70 60,,Vignobles et Chais en Bordelais,,-0.1673698,44.911
Vins,Producteur,Saint-Emilion Grand Cru,Château La Gaffelière,Lieu dit La Gaffelière,,33330,SAINT-EMILION,+33 5 57 24 72 15,www.chateau-la-gaffeliere.com,Vignobles et Chais en Bordelais,,-0.157417,44.88495
Vins,Producteur,Saint-Emilion Grand Cru,Château La Garelle,3 La Garelle,,33330,SAINT-EMILION,+33 5 57 24 61 98,www.lagarelle.com,Vignobles et Chais en Bordelais,,-0.1472681,44.86954
Vins,Producteur,Saint-Emilion Grand Cru,Château La Grâce Dieu ¿ Les Menuts,,,33330,SAINT-EMILION,+33 5 57 24 73 10,www.lagracedieulesmenuts.com,Vignobles et Chais en Bordelais,,-0.142355,44.881958
Vins,Producteur,Saint-Emilion Grand Cru,Château La Tour du Pin Figeac,Lieu dit Cheval Blanc Ouest,,33330,SAINT-EMILION,+33 5 57 51 06 10,www.vins-giraud-belivier.com,Vignobles et Chais en Bordelais,,-0.193933,44.92075
Vins,Producteur,Saint-Emilion Grand Cru,Château Laniote,La Niotte,,33330,SAINT-EMILION,+33 5 57 24 70 80,www.laniote.com,Vignobles et Chais en Bordelais,,-0.1606,44.904415
Vins,Producteur,Saint-Emilion Grand Cru,Château Le Prieuré,,,33330,SAINT-EMILION,+33 5 57 51 65 20,www.baronneguichard.com,Vignobles et Chais en Bordelais,,-0.173244,44.94235
Vins,Producteur,Saint-Emilion Grand Cru,Château Mauvezin,Lieu dit Peyrelongue,,33330,SAINT-EMILION,+33 5 57 24 72 36,www.chateau.mauvezin.com,Vignobles et Chais en Bordelais,,-0.147167,44.878418
Vins,Producteur,Saint-Emilion Grand Cru,Château Patris,,,33330,SAINT-EMILION,+33 5 57 55 19 60,www.chateau-patris.com,Vignobles et Chais en Bordelais,,-0.142355,44.881958
Vins,Producteur,Saint-Emilion Grand Cru,Château Saint-Esprit,La Rose,,33330,SAINT-EMILION,+33 5 57 74 41 53,http://chateausaintesprit.jimdo.com/,Vignobles et Chais en Bordelais,,-0.15075,44.908833
Vins,Producteur,Saint-Emilion Grand Cru,Château Soutard,BP 4,,33330,SAINT-EMILION,+33 5 57 24 32 36,www.chateau-soutard.com,Vignobles et Chais en Bordelais,,-0.155729,44.894386
Vins,Producteur,Saint-Emilion Grand Cru,Château Trimoulet,,,33330,SAINT-EMILION,+33 5 57 24 70 56,www.chateautrimoulet.com,Vignobles et Chais en Bordelais,,-0.155729,44.894386
Vins,Producteur,Saint-Emilion Grand Cru,Château Vieux Larmande,,,33330,SAINT-EMILION,+33 5 57 24 60 49,www.vignobles-magnaudeix.com,Vignobles et Chais en Bordelais,,-0.161167,44.903233
Vins,Producteur,Saint-Emilion Grand Cru,Château Villemaurine,,,33330,SAINT-EMILION,+33 5 57 74 74 36,www.villemaurine.com,Vignobles et Chais en Bordelais,,-0.1537,44.89555
Vins,Producteur,Saint-Emilion,Clos des Prince,,,33330,SAINT-EMILION,+33 5 57 84 64 14,www.chateau-closdesprince.fr,Vignobles et Chais en Bordelais,,-0.155729,44.894386
Vins,Coopérative,Saint-Emilion Grand Cru;Saint-Emilion,Union de Producteurs de Saint-Emilion,lieu dit Haut-Gravet,,33330,SAINT-EMILION,+33 5 57 24 70 71,www.udpse.com,Vignobles et Chais en Bordelais,,-0.1664,44.88297
Vins,Producteur,Bordeaux;Entre-deux-Mers,Château Le Sèpe,1 Le Sèpe,,33350,SAINTE-RADEGONDE,+33 6 86 90 88 18,www.chateaulesepe.com,Vignobles et Chais en Bordelais,,0.015302,44.805996
Vins,Producteur,Saint-Estèphe,Château Haut Coteau,,,33180,SAINT-ESTEPHE,+33 5 56 59 39 84,www.chateauhautcoteau.com,Vignobles et Chais en Bordelais,,-0.771776,45.26475
Vins,Producteur,Saint-Estèphe,Château La Haye,1 route de Saint-Affrique,Leyssac,33180,SAINT-ESTEPHE,+33 5 56 59 32 18,www.chateaulahaye.com,Vignobles et Chais en Bordelais,,-0.777111,45.253864
Vins,Producteur,Saint-Estèphe,Château La Peyre,Leyssac,25 chemin de Saint-Afrique,33180,SAINT-ESTEPHE,+33 5 56 59 32 51,www.chateaulapeyre.fr,Vignobles et Chais en Bordelais,,-0.771776,45.26475
Vins,Producteur,Saint-Estèphe,Château Lafon-Rochet,,,33180,SAINT-ESTEPHE,+33 5 56 59 32 06,www.lafon-rochet.com,Vignobles et Chais en Bordelais,,-0.7883119,45.229343
Vins,Producteur,Saint-Estèphe,Château Pomys,Leyssac,Route de Poumeys,33180,SAINT-ESTEPHE,+33 5 56 59 32 26,www.chateaupomys.com,Vignobles et Chais en Bordelais,,-0.7899856,45.24202
Vins,Producteur,Saint-Estèphe,Château Tour des Termes,2 rue Pigeonnier,Saint-Corbian,33180,SAINT-ESTEPHE,+33 5 56 59 32 89,www.chateautourdestermes.com,Vignobles et Chais en Bordelais,,-0.7889556,45.267395
Vins,Producteur,Saint-Emilion Grand Cru;Pomerol;Bordeaux,Vignobles Mouty,7 route de Merlande,,33350,SAINTE-TERRE,+33 5 57 84 55 88,www.vignobles-mouty.com,Vignobles et Chais en Bordelais,,-0.1405048,44.833656
Vins,Producteur,Saint-Emilion Grand Cru,Château Bernateau,,,33330,SAINT-ETIENNE-DE-LISSE,+33 5 57 40 18 19,www.chateaubernateau.com,Vignobles et Chais en Bordelais,,-0.10195,44.881035
Vins,Producteur,Saint-Emilion Grand Cru,Château de Pressac,,,33330,SAINT-ETIENNE-DE-LISSE,+33 5 57 40 16 80,www.chateau-de-pressac.com,Vignobles et Chais en Bordelais,Handicap auditif;Handicap mental,,
Vins,Producteur,Saint-Emilion Grand Cru,Château Faugères,,,33330,SAINT-ETIENNE-DE-LISSE,+33 5 57 40 34 99,www.chateau-faugeres.com,Vignobles et Chais en Bordelais,,-0.142355,44.881958
Vins,Producteur,Saint-Emilion Grand Cru,Château Haut Veyrac,,,33330,SAINT-ETIENNE-DE-LISSE,+33 5 57 40 02 26,www.chateau-haut-veyrac.com,Vignobles et Chais en Bordelais,,-0.093567,44.8885
Vins,Producteur,Saint-Emilion Grand Cru,Château Mangot,,,33330,SAINT-ETIENNE-DE-LISSE,+33 5 57 40 18 23,www.chateaumangot.fr,Vignobles et Chais en Bordelais,,-0.079617,44.884632
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux;Crémant de Bordeaux,Château Segonzac,39 Segonzac,,33390,SAINT-GENES-DE-BLAYE,+33 5 57 42 18 16,www.chateau-segonzac.com,Vignobles et Chais en Bordelais,,-0.653325,45.154423
Vins,Producteur,Cadillac;Premières Côtes de Bordeaux;Bordeaux Rosé;Bordeaux,Château Génisson,,,33490,SAINT-GERMAIN-DE-GRAVE,+33 5 56 76 41 01,www.chateau-genisson.com,Vignobles et Chais en Bordelais,,-0.2277517,44.63177
Vins,Producteur,Premières Côtes de Bordeaux;Bordeaux;Bordeaux Rosé;Crémant de Bordeaux,Domaine du Cheval Blanc,,,33490,SAINT-GERMAIN-DE-GRAVE,+33 5 56 23 94 76,www.domaine-du-cheval-blanc.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,Handicap mental;Handicap moteur;Handicap visuel,-0.2338725,44.64259
Vins,Producteur,Bordeaux Supérieur;Bordeaux,Château Baulos La Vergne,Route de la Dordogne,,33240,SAINT-GERMAIN-DE-LA-RIVIERE,+33 5 57 84 46 01,www.vin2bordeaux.com,Vignobles et Chais en Bordelais,,-0.335591,44.938725
Vins,Producteur,Médoc,Château Castéra,,,33340,SAINT-GERMAIN-D'ESTEUIL,+33 5 56 73 20 60,www.chateau-castera.com,Vignobles et Chais en Bordelais,,-0.865815,45.28941
Vins,Producteur,Graves de Vayres,Château du Petit Puch,3 chemin du Petit Puch,,33750,SAINT-GERMAIN-DU-PUCH,+33 5 57 24 52 36,www.chateaupetitpuch.com,Vignobles et Chais en Bordelais,,-0.330448,44.845078
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Clairet;Bordeaux Rosé;Entre-deux-Mers,Château Lestrille,15 route de Créon,,33750,SAINT-GERMAIN-DU-PUCH,+33 5 57 24 51 02,www.lestrille.com,Vignobles et Chais en Bordelais,,-0.3255624,44.851986
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé;Bordeaux Clairet,Château des Arras,BP 18,,33240,SAINT-GERVAIS,+33 5 57 43 00 35,www.chateaudesarras.fr,Vignobles et Chais en Bordelais,,-0.4622733,45.021755
Vins,Producteur,Bordeaux Supérieur;Bordeaux Rosé;Côtes de Bourg;Blaye Côtes de Bordeaux,Domaine de Cantemerle,9 rue de Cantemerle,,33240,SAINT-GERVAIS,+33 6 09 72 32 87,www.domaine-cantemerle.com,Vignobles et Chais en Bordelais,,-0.4777657,45.016228
Vins,Producteur,Bordeaux;Crémant de Bordeaux,Maison Rémy Brèque,8 rue du Commandant Cousteau,,33240,SAINT-GERVAIS,+33 5 57 43 10 42,www.remy-breque.com,Vignobles et Chais en Bordelais,,-0.4649206,45.025723
Vins,Producteur,Blaye Côtes de Bordeaux,Château Le Virou,,,33920,SAINT-GIRONS-D'AIGUEVIVES,+33 5 57 43 43 82,www.chateau-le-virou.com,Vignobles et Chais en Bordelais,,-0.4794,45.148445
Vins,Producteur,Saint-Emilion Grand Cru,Château de Ferrand,,,33330,SAINT-HIPPOLYTE,+33 5 5 57 74 47 11,www.chateaudeferrand.com,Vignobles et Chais en Bordelais,Handicap mental;Handicap moteur,-0.118554,44.883698
Vins,Producteur,Saint-Emilion Grand Cru,Château Monlot,Lieu dit Au Comté,,33330,SAINT-HIPPOLYTE,+33 5 57 74 49 47,www.chateaumonlot.com,Vignobles et Chais en Bordelais,,-0.129483,44.872635
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Bordeaux Rosé;Crémant de Bordeaux;Côtes de Bergerac;Bergerac,Château de Bonhoste,Bonhoste,,33420,SAINT-JEAN-DE-BLAIGNAC,+33 5 57 84 12 18,www.chateaudebonhoste.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,Handicap mental;Handicap moteur;Handicap visuel,-0.124997,44.80184
Vins,Producteur,Saint-Julien,Château Beychevelle,,,33250,SAINT-JULIEN-BEYCHEVELLE,+33 5 56 73 20 70;+33 5 56 73 38 01,www.beychevelle.com,Vignobles et Chais en Bordelais,,-0.7360732,45.145657
Vins,Producteur,Saint-Julien,Château Branaire-Ducru,,,33250,SAINT-JULIEN-BEYCHEVELLE,+33 5 56 59 25 86,www.branaire.com,Vignobles et Chais en Bordelais,,-0.7367706,45.14488
Vins,Producteur,Saint-Julien,Château Gruaud Larose,,,33250,SAINT-JULIEN-BEYCHEVELLE,+33 5 56 73 89 43,www.gruaud-larose.com,Vignobles et Chais en Bordelais,,-0.74085,45.165882
Vins,Producteur,Saint-Julien,Château La Bridane,,,33250,SAINT-JULIEN-BEYCHEVELLE,+33 5 56 59 91 70,www.vignobles-saintout.com,Vignobles et Chais en Bordelais,,-0.7430148,45.166744
Vins,Producteur,Bordeaux Supérieur;Bordeaux;Crémant de Bordeaux;Côtes de Bourg,Château de L'Hurbe,27 route de l'Hurbe,,33240,SAINT-LAURENT-D'ARCE,+33 5 57 43 44 06,www.chateaudelhurbe.fr,Vignobles et Chais en Bordelais,,-0.4791069,45.03726
Vins,Producteur,Entre-deux-Mers;Bordeaux Supérieur;Bordeaux;Bordeaux Rosé;Bordeaux Clairet,Vignobles Chaigne et Fils,Château Ballan Larquette,,33540,SAINT-LAURENT-DU-BOIS,+33 5 56 76 46 02,www.chaigne.fr,Vignobles et Chais en Bordelais,,-0.1464915,44.644623
Vins,Producteur,Haut-Médoc,Château Balac,,,33112,SAINT-LAURENT-MEDOC,+33 5 56 59 41 76,www.chateaubalac.com,Vignobles et Chais en Bordelais,,-0.833019,45.170708
Vins,Producteur,Haut-Médoc,Château Devise d'Ardilley,,,33112,SAINT-LAURENT-MEDOC,+33 5 57 75 14 26,www.chateaudevisedardilley.com,Vignobles et Chais en Bordelais,,-0.8241462,45.157288
Vins,Producteur,Bordeaux Clairet;Entre-deux-Mers;Bordeaux Supérieur,Château de Castelneau,Route de Blésignac,,33670,SAINT-LEON,+33 5 56 23 47 01,www.chateaucastelneau.com,Vignobles et Chais en Bordelais,,-0.2756458,44.77397
Vins,Producteur,Graves;Bordeaux,Château Saint Loubert,1 le Carpe Nord,,33210,SAINT-LOUBERT,+33 5 56 62 73 02,,Vignobles et Chais en Bordelais,,-0.176521,44.553013
Vins,Producteur,Bordeaux Supérieur;Bordeaux Rosé;Bordeaux,Château La Lande Saint Jean,10 chemin de Terrefort,Le Bayle,33450,SAINT-LOUBES,+33 5 56 38 00 06,www.chateau-lalande-stjean.blogspot.com,Bienvenue à la Ferme;Vignobles et Chais en Bordelais,,-0.451773,44.905556
Vins,Producteur,Castillon Côtes de Bordeaux,Château Blanzac,22 route de Coutras,,33350,SAINT-MAGNE-DE-CASTILLON,+33 6 85 54 16 04,,Vignobles et Chais en Bordelais,,-0.063362,44.863945
Vins,Producteur,Castillon Côtes de Bordeaux,Château Cafol,116 avenue du stade,,33350,SAINT-MAGNE-DE-CASTILLON,+33 5 57 40 20 54,www.chateaucafol.com,Vignobles et Chais en Bordelais,,-0.0853088,44.842987
Vins,Producteur,Castillon Côtes de Bordeaux,Château Fontbaude,34 rue de l'église,,33350,SAINT-MAGNE-DE-CASTILLON,+33 5 57 40 06 58,www.chateau-fontbaude.fr,Vignobles et Chais en Bordelais,,-0.063362,44.863945
Vins,Producteur,Castillon Côtes de Bordeaux,Château Franc La Fleur,17 route du stade,,33350,SAINT-MAGNE-DE-CASTILLON,+33 5 57 40 42 14,,Vignobles et Chais en Bordelais,,-0.063362,44.863945
Vins,Producteur,Loupiac;Cadillac;Premières Côtes de Bordeaux;Bordeaux;Bordeaux Rosé,Château Mémoires,,,33490,SAINT-MAIXANT,+33 5 56 62 06 43,,Vignobles et Chais en Bordelais,,-0.199711,44.60295
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux Rosé,Château Haut-Terrier,181 avenue Marc Datus,,33620,SAINT-MARIENS,+33 5 57 68 53 54,www.chateau-haut-terrier.com,Bienvenue à la Ferme;Vignobles et Chais en Bordelais,,-0.404406,45.11686
Vins,Producteur,Blaye Côtes de Bordeaux;Bordeaux;Bordeaux Rosé;Crémant de Bordeaux,Domaine des Graves d'Ardonneau,Ardonneau,,33620,SAINT-MARIENS,+33 5 57 68 66 98;+33 5 57 68 18 94,www.gravesdardonneau.com,Vignobles et Chais en Bordelais,,-0.424288,45.123714
Vins,Producteur,Bordeaux Supérieur,Château Malfard,1 Malfard,,33910,SAINT-MARTIN-DE-LAYE,+33 5 57 84 74 88,www.chateau-malfard.com,Vignobles et Chais en Bordelais,,-0.236262,45.013947
Vins,Producteur,Premières Côtes de Bordeaux;Cadillac;Bordeaux,Château Moulin de Corneil,,,33490,LE PIAN-SUR-GARONNE,+33 5 56 76 44 26,www.moulin-de-corneil.com,Vignobles et Chais en Bordelais,,-0.2057039,44.591743
Vins,Producteur,Entre-deux-Mers;Bordeaux Supérieur;Bordeaux Rosé,Château La Tuilerie du Puy,7 les Tuilières,,33580,LE PUY,+33 5 56 61 61 92,http://tuileriedupuy.com/,Vignobles et Chais en Bordelais,,0.082404,44.65918
Vins,Producteur,Haut-Médoc,Château du Taillan,56 avenue de la Croix,,33320,LE TAILLAN-MEDOC,+33 5 56 57 47 00,www.chateaudutaillan.com,Vignobles et Chais en Bordelais,,-0.664503,44.90682
Vins,Producteur,Graves;Graves Supérieures,Domaine de la Chouette,La Bernède,,33210,LEOGEATS,+33 5 56 76 62 54,www.domainedelachouette.fr,Vignobles et Chais en Bordelais,,-0.35401,44.50359
Vins,Producteur,Pessac-Léognan,Château Brown,allée John Lewis Brown,,33850,LEOGNAN,+33 5 56 87 08 10,www.chateau-brown.fr,Vignobles et Chais en Bordelais,,-0.58802,44.756866
Vins,Producteur,Pessac-Léognan,Château Carbonnieux,,,33850,LEOGNAN,+33 5 57 96 56 20,www.carbonnieux.com,Vignobles et Chais en Bordelais,,-0.566382,44.745277
Vins,Producteur,Pessac-Léognan,Château de France,98 route de Mont de Marsan,,33850,LEOGNAN,+33 5 56 64 75 39,www.chateau-de-france.com,Vignobles et Chais en Bordelais,,-0.605013,44.71609
Vins,Producteur,Pessac-Léognan,Château Haut-Bailly,103 route de Cadaujac,,33850,LEOGNAN,+33 5 56 64 75 11,www.chateau-haut-bailly.com,Vignobles et Chais en Bordelais,Handicap mental;Handicap visuel,-0.588802,44.733658
Vins,Producteur,Pessac-Léognan,Château Haut-Lagrange,89 avenue de La Brède,,33850,LEOGNAN,+33 5 56 64 09 93,www.hautlagrange.com,Vignobles et Chais en Bordelais,,-0.577218,44.72423
Vins,Producteur,Pessac-Léognan,Château La Louvière,149 avenue de Cadaujac,,33850,LEOGNAN,+33 5 56 64 75 87,www.andrelurton.com,Vignobles et Chais en Bordelais,,-0.57879,44.737427
Vins,Producteur,Pessac-Léognan,Château Larrivet Haut-Brion,84 avenue de Cadaujac,,33850,LEOGNAN,+33 5 56 64 99 87,www.larrivethautbrion.fr,Vignobles et Chais en Bordelais,,-0.585288,44.731243
Vins,Producteur,Pessac-Léognan,Château Le Thil Comte Clary,35 chemin le Thil,,33850,LEOGNAN,+33 5 57 83 11 22,www.smith-haut-lafitte.com,Vignobles et Chais en Bordelais,,-0.567931,44.737347
Vins,Producteur,Pessac-Léognan,Château Malartic-Lagravière,43 avenue de Mont de Marsan,,33850,LEOGNAN,+33 5 56 64 75 08,www.malartic-lagraviere.com,Vignobles et Chais en Bordelais,,-0.5989765,44.725266
Vins,Producteur,Pessac-Léognan,Château Pont Saint-Martin,14-16 avenue de Mont de Marsan,,33850,LEOGNAN,+33 5 56 64 17 15,www.chateaupontsaintmartin.com,Vignobles et Chais en Bordelais,,-0.600837,44.72421
Vins,Producteur,Pessac-Léognan,Domaine de Grandmaison,182 avenue de la Duragne,,33850,LEOGNAN,+33 5 56 64 75 37,www.domaine-de-grandmaison.fr,Vignobles et Chais en Bordelais,,-0.588008,44.748287
Vins,Producteur,Lussac-Saint-Emilion;Bordeaux Supérieur;Montagne-Saint-Emilion,Château Canon La Forêt - Vignobles Mio et Fils,455 route de la Forêt,,33570,LES ARTIGUES-DE-LUSSAC,+33 5 57 24 37 91,,Vignobles et Chais en Bordelais,,-0.083435,44.95231
Vins,Coopérative,Sainte-Foy Bordeaux;Bordeaux;Bordeaux Supérieur,Univitis en Bordeaux,BP 50,,33220,LES LEVES-ET-THOUMEYRAGUES,+33 5 57 56 02 32,www.terroirs-vins.com,Vignobles et Chais en Bordelais,,0.174919,44.793102
Vins,Producteur,Médoc,Château Les Marceaux,38 chemin des Carrières,,33340,LESPARRE-MEDOC,+33 5 56 41 27 90,www.chateau-les-marceaux.com,Vignobles et Chais en Bordelais;Bienvenue à la Ferme,,-0.896082,45.292667
Vins,Producteur,Pomerol,Château Bonalgue,28 rue Bonalgue,,33500,LIBOURNE,+33 5 57 51 62 17,www.vignoblesbourotte.com,Vignobles et Chais en Bordelais,,-0.2266982,44.926105
Vins,Producteur,Pomerol,Château de Sales,Chemin de Sales,,33500,LIBOURNE,+33 5 57 51 04 92,www.chateau-de-sales.com,Vignobles et Chais en Bordelais,,-0.22831,44.948032
Vins,Producteur,Pomerol,Château du Tailhas,195 route de Saint-Emilion,,33500,LIBOURNE,+33 5 57 51 26 02,www.tailhas.com,Vignobles et Chais en Bordelais,,-0.209856,44.91103
